NCTId,ConditionAncestorId,ConditionAncestorTerm,ConditionBrowseBranchAbbrev,ConditionBrowseBranchName,ConditionBrowseLeafAsFound,ConditionBrowseLeafId,ConditionBrowseLeafName,ConditionBrowseLeafRelevance,ConditionMeshId,ConditionMeshTerm
NCT04344184,"['D000008171', 'D000012140', 'D000013898', 'D000012120']","['Lung Diseases', 'Respiratory Tract Diseases', 'Thoracic Injuries', 'Respiration Disorders']","['BC02', 'All', 'BC08', 'BC26', 'BC23', 'BC16', 'Rare']","['Viral Diseases', 'All Conditions', 'Respiratory Tract (Lung and Bronchial) Diseases', 'Wounds and Injuries', 'Symptoms and General Pathology', 'Diseases and Abnormalities at or Before Birth', 'Rare Diseases']","['Acute Lung Injury', 'Acute Lung Injury', 'Lung Injury', 'Injury', 'Acute Lung Injury']","['M19074', 'M13548', 'M26731', 'M26730', 'M14938', 'M13547', 'M16268', 'M9751', 'M13560', 'M15240', 'M13540', 'T192', 'T4937']","['Coronavirus Infections', 'Respiratory Distress Syndrome, Adult', 'Acute Lung Injury', 'Lung Injury', 'Syndrome', 'Respiratory Distress Syndrome, Newborn', 'Wounds and Injuries', 'Lung Diseases', 'Respiratory Tract Diseases', 'Thoracic Injuries', 'Respiration Disorders', 'Acute Respiratory Distress Syndrome', 'Respiratory Distress Syndrome, Infant']","['low', 'high', 'high', 'high', 'low', 'low', 'high', 'low', 'low', 'low', 'low', 'high', 'low']","['D000055370', 'D000055371', 'D000012128', 'D000014947']","['Lung Injury', 'Acute Lung Injury', 'Respiratory Distress Syndrome, Adult', 'Wounds and Injuries']"
NCT04412252,"['D000008171', 'D000012140', 'D000012141']","['Lung Diseases', 'Respiratory Tract Diseases', 'Respiratory Tract Infections']","['BC02', 'All', 'BC08', 'BC01']","['Viral Diseases', 'All Conditions', 'Respiratory Tract (Lung and Bronchial) Diseases', 'Bacterial and Fungal Diseases']",Pneumonia,"['M19074', 'M12487', 'M9751', 'M13560', 'M8866', 'M4951', 'M13561']","['Coronavirus Infections', 'Pneumonia', 'Lung Diseases', 'Respiratory Tract Diseases', 'Infection', 'Communicable Diseases', 'Respiratory Tract Infections']","['low', 'high', 'low', 'low', 'low', 'low', 'low']",D000011014,Pneumonia
NCT04311697,"['D000008171', 'D000012140', 'D000012120', 'D000007235', 'D000007232', 'D000014777', 'D000013898', 'D000014947', 'D000003333', 'D000030341', 'D000012327', 'D000012141']","['Lung Diseases', 'Respiratory Tract Diseases', 'Respiration Disorders', 'Infant, Premature, Diseases', 'Infant, Newborn, Diseases', 'Virus Diseases', 'Thoracic Injuries', 'Wounds and Injuries', 'Coronaviridae Infections', 'Nidovirales Infections', 'RNA Virus Infections', 'Respiratory Tract Infections']","['BC08', 'All', 'BC02', 'BC23', 'BC01', 'BC16', 'BC26', 'BC14', 'BXS', 'Rare']","['Respiratory Tract (Lung and Bronchial) Diseases', 'All Conditions', 'Viral Diseases', 'Symptoms and General Pathology', 'Bacterial and Fungal Diseases', 'Diseases and Abnormalities at or Before Birth', 'Wounds and Injuries', 'Heart and Blood Diseases', 'Urinary Tract, Sexual Organs, and Pregnancy Conditions', 'Rare Diseases']","['Respiratory Failure', 'Corona Virus Infection', 'Corona Virus Infection', 'Acute Respiratory Distress Syndrome', 'Respiratory Distress Syndrome', 'Acute Respiratory Distress Syndrome', 'Lung Injury', 'Corona Virus Infection', 'Respiratory Distress Syndrome', 'Acute Respiratory Distress Syndrome']","['M13551', 'M19074', 'M24032', 'M14938', 'M8866', 'M13548', 'M4951', 'M16105', 'M13547', 'M26731', 'M26730', 'M13102', 'M9751', 'M13560', 'M13540', 'M24456', 'M8862', 'M8859', 'M15240', 'M16268', 'M5138', 'M22269', 'M13732', 'M13561', 'T5197', 'T4937', 'T192']","['Respiratory Insufficiency', 'Coronavirus Infections', 'Severe Acute Respiratory Syndrome', 'Syndrome', 'Infection', 'Respiratory Distress Syndrome, Adult', 'Communicable Diseases', 'Virus Diseases', 'Respiratory Distress Syndrome, Newborn', 'Acute Lung Injury', 'Lung Injury', 'Pulmonary Valve Insufficiency', 'Lung Diseases', 'Respiratory Tract Diseases', 'Respiration Disorders', 'Premature Birth', 'Infant, Premature, Diseases', 'Infant, Newborn, Diseases', 'Thoracic Injuries', 'Wounds and Injuries', 'Coronaviridae Infections', 'Nidovirales Infections', 'RNA Virus Infections', 'Respiratory Tract Infections', 'Severe Acute Respiratory Syndrome', 'Respiratory Distress Syndrome, Infant', 'Acute Respiratory Distress Syndrome']","['high', 'high', 'high', 'low', 'low', 'high', 'low', 'low', 'high', 'high', 'high', 'low', 'low', 'low', 'low', 'low', 'low', 'low', 'low', 'low', 'low', 'low', 'low', 'low', 'high', 'high', 'high']","['D000018352', 'D000045169', 'D000012127', 'D000012128', 'D000012131', 'D000055371', 'D000055370']","['Coronavirus Infections', 'Severe Acute Respiratory Syndrome', 'Respiratory Distress Syndrome, Newborn', 'Respiratory Distress Syndrome, Adult', 'Respiratory Insufficiency', 'Acute Lung Injury', 'Lung Injury']"
NCT04452474,"['D000003333', 'D000030341', 'D000012327', 'D000014777', 'D000012141', 'D000012140']","['Coronaviridae Infections', 'Nidovirales Infections', 'RNA Virus Infections', 'Virus Diseases', 'Respiratory Tract Infections', 'Respiratory Tract Diseases']","['BC02', 'All', 'BC08', 'BC23', 'BC01', 'Rare']","['Viral Diseases', 'All Conditions', 'Respiratory Tract (Lung and Bronchial) Diseases', 'Symptoms and General Pathology', 'Bacterial and Fungal Diseases', 'Rare Diseases']","['Severe Acute Respiratory Syndrome', 'Severe Acute Respiratory Syndrome', 'Severe Acute Respiratory Syndrome']","['M19074', 'M24032', 'M14938', 'M8866', 'M9751', 'M4951', 'M13560', 'M13540', 'M5138', 'M22269', 'M16105', 'M13732', 'M13561', 'T5197']","['Coronavirus Infections', 'Severe Acute Respiratory Syndrome', 'Syndrome', 'Infection', 'Lung Diseases', 'Communicable Diseases', 'Respiratory Tract Diseases', 'Respiration Disorders', 'Coronaviridae Infections', 'Nidovirales Infections', 'Virus Diseases', 'RNA Virus Infections', 'Respiratory Tract Infections', 'Severe Acute Respiratory Syndrome']","['high', 'high', 'low', 'low', 'low', 'low', 'low', 'low', 'low', 'low', 'low', 'low', 'low', 'high']","['D000018352', 'D000045169']","['Coronavirus Infections', 'Severe Acute Respiratory Syndrome']"
NCT04402957,"['D000004194', 'D000010335', 'D000051437', 'D000007674', 'D000014570', 'D000003333', 'D000030341', 'D000012327', 'D000014777', 'D000012141', 'D000012140']","['Disease', 'Pathologic Processes', 'Renal Insufficiency', 'Kidney Diseases', 'Urologic Diseases', 'Coronaviridae Infections', 'Nidovirales Infections', 'RNA Virus Infections', 'Virus Diseases', 'Respiratory Tract Infections', 'Respiratory Tract Diseases']","['BC02', 'All', 'BC08', 'BC23', 'BXS', 'BC16', 'BC01', 'BC26', 'Rare']","['Viral Diseases', 'All Conditions', 'Respiratory Tract (Lung and Bronchial) Diseases', 'Symptoms and General Pathology', 'Urinary Tract, Sexual Organs, and Pregnancy Conditions', 'Diseases and Abnormalities at or Before Birth', 'Bacterial and Fungal Diseases', 'Wounds and Injuries', 'Rare Diseases']","['Severe Acute Respiratory Syndrome', 'Severe Acute Respiratory Syndrome', 'Syndrome', 'Acute Kidney Injury', 'Injury', 'Severe Acute Respiratory Syndrome']","['M19074', 'M24032', 'M14938', 'M27585', 'M13548', 'M13547', 'M26731', 'M8866', 'M4951', 'M16268', 'M25305', 'M9281', 'M15902', 'M5138', 'M22269', 'M16105', 'M13732', 'M13561', 'M13560', 'T5197', 'T4937', 'T192']","['Coronavirus Infections', 'Severe Acute Respiratory Syndrome', 'Syndrome', 'Acute Kidney Injury', 'Respiratory Distress Syndrome, Adult', 'Respiratory Distress Syndrome, Newborn', 'Acute Lung Injury', 'Infection', 'Communicable Diseases', 'Wounds and Injuries', 'Renal Insufficiency', 'Kidney Diseases', 'Urologic Diseases', 'Coronaviridae Infections', 'Nidovirales Infections', 'Virus Diseases', 'RNA Virus Infections', 'Respiratory Tract Infections', 'Respiratory Tract Diseases', 'Severe Acute Respiratory Syndrome', 'Respiratory Distress Syndrome, Infant', 'Acute Respiratory Distress Syndrome']","['high', 'high', 'high', 'high', 'low', 'low', 'low', 'low', 'low', 'high', 'low', 'low', 'low', 'low', 'low', 'low', 'low', 'low', 'low', 'high', 'low', 'low']","['D000045169', 'D000018352', 'D000058186', 'D000013577', 'D000014947']","['Severe Acute Respiratory Syndrome', 'Coronavirus Infections', 'Acute Kidney Injury', 'Syndrome', 'Wounds and Injuries']"
NCT04306393,"['D000004194', 'D000010335', 'D000012140', 'D000003333', 'D000030341', 'D000012327', 'D000014777', 'D000012141']","['Disease', 'Pathologic Processes', 'Respiratory Tract Diseases', 'Coronaviridae Infections', 'Nidovirales Infections', 'RNA Virus Infections', 'Virus Diseases', 'Respiratory Tract Infections']","['BC02', 'All', 'BC08', 'BC23', 'BC01', 'Rare']","['Viral Diseases', 'All Conditions', 'Respiratory Tract (Lung and Bronchial) Diseases', 'Symptoms and General Pathology', 'Bacterial and Fungal Diseases', 'Rare Diseases']","['Severe Acute Respiratory Syndrome', 'Severe Acute Respiratory Syndrome', 'Syndrome', 'Severe Acute Respiratory Syndrome']","['M19074', 'M24032', 'M14938', 'M25724', 'M8866', 'M4951', 'M13560', 'M5138', 'M22269', 'M16105', 'M13732', 'M13561', 'T5197']","['Coronavirus Infections', 'Severe Acute Respiratory Syndrome', 'Syndrome', 'Respiratory Aspiration', 'Infection', 'Communicable Diseases', 'Respiratory Tract Diseases', 'Coronaviridae Infections', 'Nidovirales Infections', 'Virus Diseases', 'RNA Virus Infections', 'Respiratory Tract Infections', 'Severe Acute Respiratory Syndrome']","['high', 'high', 'high', 'low', 'low', 'low', 'low', 'low', 'low', 'low', 'low', 'low', 'high']","['D000018352', 'D000045169', 'D000013577']","['Coronavirus Infections', 'Severe Acute Respiratory Syndrome', 'Syndrome']"
NCT04382586,0,0,"['BC02', 'All', 'BC01']","['Viral Diseases', 'All Conditions', 'Bacterial and Fungal Diseases']",Infection,"['M19074', 'M8866', 'M4951', 'M16105']","['Coronavirus Infections', 'Infection', 'Communicable Diseases', 'Virus Diseases']","['low', 'high', 'low', 'low']",D000007239,Infection
NCT04425629,0,0,"['BC02', 'All', 'BC08', 'BC23', 'Rare']","['Viral Diseases', 'All Conditions', 'Respiratory Tract (Lung and Bronchial) Diseases', 'Symptoms and General Pathology', 'Rare Diseases']",0,"['M19074', 'M24032', 'M14938', 'T5197']","['Coronavirus Infections', 'Severe Acute Respiratory Syndrome', 'Syndrome', 'Severe Acute Respiratory Syndrome']","['low', 'low', 'low', 'low']",0,0
NCT04545060,0,0,"['BC02', 'All']","['Viral Diseases', 'All Conditions']",0,M19074,Coronavirus Infections,low,0,0
NCT04364737,"['D000003333', 'D000030341', 'D000012327', 'D000014777', 'D000012141', 'D000012140']","['Coronaviridae Infections', 'Nidovirales Infections', 'RNA Virus Infections', 'Virus Diseases', 'Respiratory Tract Infections', 'Respiratory Tract Diseases']","['BC02', 'All', 'BC08', 'BC01', 'BC23', 'Rare']","['Viral Diseases', 'All Conditions', 'Respiratory Tract (Lung and Bronchial) Diseases', 'Bacterial and Fungal Diseases', 'Symptoms and General Pathology', 'Rare Diseases']","['Coronavirus', 'Coronavirus Infection', 'Coronavirus Infection']","['M19074', 'M24032', 'M8866', 'M4951', 'M14938', 'M5138', 'M22269', 'M16105', 'M13732', 'M13561', 'M13560', 'T5197']","['Coronavirus Infections', 'Severe Acute Respiratory Syndrome', 'Infection', 'Communicable Diseases', 'Syndrome', 'Coronaviridae Infections', 'Nidovirales Infections', 'Virus Diseases', 'RNA Virus Infections', 'Respiratory Tract Infections', 'Respiratory Tract Diseases', 'Severe Acute Respiratory Syndrome']","['high', 'high', 'low', 'low', 'low', 'low', 'low', 'low', 'low', 'low', 'low', 'high']","['D000018352', 'D000045169']","['Coronavirus Infections', 'Severe Acute Respiratory Syndrome']"
NCT04426695,0,0,"['BC02', 'All', 'BC08', 'BC23', 'BC16', 'Rare']","['Viral Diseases', 'All Conditions', 'Respiratory Tract (Lung and Bronchial) Diseases', 'Symptoms and General Pathology', 'Diseases and Abnormalities at or Before Birth', 'Rare Diseases']",0,"['M19074', 'M24032', 'M14938', 'M13548', 'M13547', 'M26731', 'T5197', 'T4937', 'T192']","['Coronavirus Infections', 'Severe Acute Respiratory Syndrome', 'Syndrome', 'Respiratory Distress Syndrome, Adult', 'Respiratory Distress Syndrome, Newborn', 'Acute Lung Injury', 'Severe Acute Respiratory Syndrome', 'Respiratory Distress Syndrome, Infant', 'Acute Respiratory Distress Syndrome']","['low', 'low', 'low', 'low', 'low', 'low', 'low', 'low', 'low']",0,0
NCT04410354,0,0,"['BC02', 'All']","['Viral Diseases', 'All Conditions']",0,M19074,Coronavirus Infections,low,0,0
NCT04380688,0,0,"['BC02', 'All']","['Viral Diseases', 'All Conditions']",0,M19074,Coronavirus Infections,low,0,0
NCT04370834,"['D000008171', 'D000012140', 'D000012141', 'D000012120', 'D000007235', 'D000007232', 'D000055370', 'D000007239', 'D000009784']","['Lung Diseases', 'Respiratory Tract Diseases', 'Respiratory Tract Infections', 'Respiration Disorders', 'Infant, Premature, Diseases', 'Infant, Newborn, Diseases', 'Lung Injury', 'Infection', 'Occupational Diseases']","['BC02', 'All', 'BC08', 'BC23', 'BC01', 'BC16', 'BC24', 'BC26', 'BXS', 'Rare']","['Viral Diseases', 'All Conditions', 'Respiratory Tract (Lung and Bronchial) Diseases', 'Symptoms and General Pathology', 'Bacterial and Fungal Diseases', 'Diseases and Abnormalities at or Before Birth', 'Occupational Diseases', 'Wounds and Injuries', 'Urinary Tract, Sexual Organs, and Pregnancy Conditions', 'Rare Diseases']","['Pneumonitis', 'Acute Respiratory Distress Syndrome', 'Respiratory Distress Syndrome', 'Acute Respiratory Distress Syndrome', 'Infection Laboratory-', 'Respiratory Distress Syndrome', 'Acute Respiratory Distress Syndrome']","['M19074', 'M12487', 'M14938', 'M8866', 'M13548', 'M4951', 'M13547', 'M26731', 'M9360', 'M26730', 'M9751', 'M13560', 'M13561', 'M13540', 'M24456', 'M8862', 'M8859', 'M11302', 'T4937', 'T192']","['Coronavirus Infections', 'Pneumonia', 'Syndrome', 'Infection', 'Respiratory Distress Syndrome, Adult', 'Communicable Diseases', 'Respiratory Distress Syndrome, Newborn', 'Acute Lung Injury', 'Laboratory Infection', 'Lung Injury', 'Lung Diseases', 'Respiratory Tract Diseases', 'Respiratory Tract Infections', 'Respiration Disorders', 'Premature Birth', 'Infant, Premature, Diseases', 'Infant, Newborn, Diseases', 'Occupational Diseases', 'Respiratory Distress Syndrome, Infant', 'Acute Respiratory Distress Syndrome']","['low', 'high', 'low', 'low', 'high', 'low', 'high', 'high', 'high', 'low', 'low', 'low', 'low', 'low', 'low', 'low', 'low', 'low', 'high', 'high']","['D000007757', 'D000009369', 'D000011014', 'D000012127', 'D000012128', 'D000055371']","['Laboratory Infection', 'Neoplasms', 'Pneumonia', 'Respiratory Distress Syndrome, Newborn', 'Respiratory Distress Syndrome, Adult', 'Acute Lung Injury']"
NCT04504032,0,0,"['BC02', 'All']","['Viral Diseases', 'All Conditions']",0,M19074,Coronavirus Infections,low,0,0
NCT04583956,0,0,0,0,0,0,0,0,0,0
NCT04315298,0,0,"['BC02', 'All', 'BC23', 'BC08', 'BC16', 'Rare']","['Viral Diseases', 'All Conditions', 'Symptoms and General Pathology', 'Respiratory Tract (Lung and Bronchial) Diseases', 'Diseases and Abnormalities at or Before Birth', 'Rare Diseases']",0,"['M19074', 'M14938', 'M13548', 'M13547', 'M26731', 'T4937', 'T192']","['Coronavirus Infections', 'Syndrome', 'Respiratory Distress Syndrome, Adult', 'Respiratory Distress Syndrome, Newborn', 'Acute Lung Injury', 'Respiratory Distress Syndrome, Infant', 'Acute Respiratory Distress Syndrome']","['low', 'low', 'low', 'low', 'low', 'low', 'low']",0,0
NCT04488081,"['D000020969', 'D000010335']","['Disease Attributes', 'Pathologic Processes']","['BC23', 'All']","['Symptoms and General Pathology', 'All Conditions']",Critically Ill,"['M17593', 'M21284']","['Critical Illness', 'Disease Attributes']","['high', 'low']",D000016638,Critical Illness
NCT04351243,"['D000008171', 'D000012140', 'D000012120', 'D000007235', 'D000007232', 'D000013898', 'D000014947']","['Lung Diseases', 'Respiratory Tract Diseases', 'Respiration Disorders', 'Infant, Premature, Diseases', 'Infant, Newborn, Diseases', 'Thoracic Injuries', 'Wounds and Injuries']","['BC02', 'All', 'BC08', 'BC23', 'BC04', 'BC16', 'BC26', 'BXS', 'Rare']","['Viral Diseases', 'All Conditions', 'Respiratory Tract (Lung and Bronchial) Diseases', 'Symptoms and General Pathology', 'Cancers and Other Neoplasms', 'Diseases and Abnormalities at or Before Birth', 'Wounds and Injuries', 'Urinary Tract, Sexual Organs, and Pregnancy Conditions', 'Rare Diseases']","['Acute Respiratory Distress Syndrome', 'Respiratory Distress Syndrome', 'Acute Respiratory Distress Syndrome', 'Lung Injury', 'Respiratory Distress Syndrome', 'Acute Respiratory Distress Syndrome']","['M19074', 'M24032', 'M14938', 'M10890', 'M13548', 'M13547', 'M26731', 'M26730', 'M9751', 'M13560', 'M13540', 'M24456', 'M8862', 'M8859', 'M15240', 'M16268', 'T5197', 'T4937', 'T192']","['Coronavirus Infections', 'Severe Acute Respiratory Syndrome', 'Syndrome', 'Neoplasm Metastasis', 'Respiratory Distress Syndrome, Adult', 'Respiratory Distress Syndrome, Newborn', 'Acute Lung Injury', 'Lung Injury', 'Lung Diseases', 'Respiratory Tract Diseases', 'Respiration Disorders', 'Premature Birth', 'Infant, Premature, Diseases', 'Infant, Newborn, Diseases', 'Thoracic Injuries', 'Wounds and Injuries', 'Severe Acute Respiratory Syndrome', 'Respiratory Distress Syndrome, Infant', 'Acute Respiratory Distress Syndrome']","['low', 'low', 'low', 'low', 'high', 'high', 'high', 'high', 'low', 'low', 'low', 'low', 'low', 'low', 'low', 'low', 'low', 'high', 'high']","['D000012127', 'D000012128', 'D000055371', 'D000055370']","['Respiratory Distress Syndrome, Newborn', 'Respiratory Distress Syndrome, Adult', 'Acute Lung Injury', 'Lung Injury']"
NCT04583592,0,0,0,0,0,0,0,0,0,0
NCT04396106,0,0,"['BC02', 'All']","['Viral Diseases', 'All Conditions']",0,M19074,Coronavirus Infections,low,0,0
NCT04358549,0,0,0,0,0,0,0,0,0,0
NCT04472494,0,0,"['BC02', 'All', 'BC08', 'BC23', 'BC01', 'Rare']","['Viral Diseases', 'All Conditions', 'Respiratory Tract (Lung and Bronchial) Diseases', 'Symptoms and General Pathology', 'Bacterial and Fungal Diseases', 'Rare Diseases']",0,"['M19074', 'M24032', 'M14938', 'M8866', 'M4951', 'T5197']","['Coronavirus Infections', 'Severe Acute Respiratory Syndrome', 'Syndrome', 'Infection', 'Communicable Diseases', 'Severe Acute Respiratory Syndrome']","['low', 'low', 'low', 'low', 'low', 'low']",0,0
NCT04397718,0,0,0,0,0,0,0,0,0,0
NCT04427501,0,0,0,0,0,0,0,0,0,0
NCT04313023,"['D000020969', 'D000010335']","['Disease Attributes', 'Pathologic Processes']","['BC01', 'All', 'BC23', 'BC08']","['Bacterial and Fungal Diseases', 'All Conditions', 'Symptoms and General Pathology', 'Respiratory Tract (Lung and Bronchial) Diseases']","['Infection', 'Progression']","['M8866', 'M19143', 'M25724', 'M4951', 'M21284']","['Infection', 'Disease Progression', 'Respiratory Aspiration', 'Communicable Diseases', 'Disease Attributes']","['high', 'high', 'low', 'low', 'low']","['D000007239', 'D000018450']","['Infection', 'Disease Progression']"
