,Rank,NCTId,BaselineMeasurementUpperLimit,BaselineMeasurementValue,BaselinePopulationDescription,BaselineTypeUnitsAnalyzed,BioSpecDescription,BioSpecRetention,BriefSummary,BriefTitle,CentralContactEMail,CentralContactName,CentralContactPhone,CentralContactPhoneExt,CentralContactRole,CollaboratorClass,CollaboratorName,CompletionDate,CompletionDateType,Condition,ConditionAncestorId
0,273,['NCT04195581'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,274,['NCT04194307'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,275,['NCT04192630'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,276,['NCT04189913'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,277,['NCT04189081'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,278,['NCT04186806'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,279,['NCT04184973'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,280,['NCT04178720'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,281,['NCT04177771'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,282,['NCT04177212'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,283,['NCT04176965'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,284,['NCT04175340'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,285,['NCT04166032'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,286,['NCT04162652'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,287,['NCT04158466'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,288,['NCT04153292'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,289,['NCT04152642'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,290,['NCT04151992'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,291,['NCT04151290'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,292,['NCT04141007'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,293,['NCT04136158'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,294,['NCT04134286'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,295,['NCT04130490'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,296,['NCT04127188'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,297,['NCT04121754'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,298,['NCT04119609'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,299,['NCT04116879'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,300,['NCT04116866'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,301,['NCT04112784'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,302,['NCT04112628'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,303,['NCT04112134'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,304,['NCT04106934'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,305,['NCT04096495'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,306,['NCT04087395'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,307,['NCT04085328'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,308,['NCT04083742'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,309,['NCT04082078'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,310,['NCT04081727'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,311,['NCT04079842'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,312,['NCT04079816'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,313,['NCT04078490'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,314,['NCT04073823'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,315,['NCT04069585'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,316,['NCT04068818'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,317,['NCT04065659'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,318,['NCT04064606'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,319,['NCT04060524'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,320,['NCT04057105'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,321,['NCT04056494'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,322,['NCT04055519'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,323,['NCT04055324'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,324,['NCT04054401'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,325,['NCT04046627'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,326,['NCT04043234'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,327,['NCT04040933'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,328,['NCT04036747'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,329,['NCT04035161'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,330,['NCT04033315'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,331,['NCT04032977'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,332,['NCT04031989'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,333,['NCT04031976'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,334,['NCT04030702'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,335,['NCT04011826'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,336,['NCT04008836'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,337,['NCT04005586'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,338,['NCT04003831'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,339,['NCT03999944'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,340,['NCT03997357'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,341,['NCT03996187'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,342,['NCT03995355'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,343,['NCT03992768'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,344,['NCT03991468'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,345,['NCT03972995'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,346,['NCT03971721'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,347,['NCT03969875'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,348,['NCT03967184'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,349,['NCT03964831'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,350,['NCT03953274'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,351,['NCT03950895'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,352,['NCT03949335'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,353,['NCT03944629'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,354,['NCT03942016'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,355,['NCT03941912'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,356,['NCT03934463'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,357,['NCT03934125'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,358,['NCT03931213'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,359,['NCT03925545'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,360,['NCT03920280'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,361,['NCT03918928'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,362,['NCT03912584'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,363,['NCT03911700'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,364,['NCT03898778'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,365,['NCT03897751'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,366,['NCT03897712'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,367,['NCT03895034'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,368,['NCT03888352'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,369,['NCT03872609'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,370,['NCT03872466'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,371,['NCT03871179'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,372,['NCT03864848'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,373,['NCT03864081'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,374,['NCT03862300'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,375,['NCT03858140'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,376,['NCT03851510'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,377,['NCT03839199'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,378,['NCT03835026'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,379,['NCT03812679'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,380,['NCT03805074'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
