,NCTId,Phase
8640,NCT00766051,Not Applicable
7262,NCT01412866,Not Applicable
7261,NCT01761396,Not Applicable
8702,NCT00938964,Not Applicable
8701,NCT04118972,Not Applicable
7143,NCT01538407,Not Applicable
8643,NCT03932032,Not Applicable
7260,NCT01779427,Not Applicable
8647,NCT03238456,Not Applicable
7258,NCT02010684,Not Applicable
8650,NCT03003221,Not Applicable
8653,NCT03494166,Not Applicable
7147,NCT01038557,Not Applicable
7148,NCT03857360,Not Applicable
7150,NCT02295670,Not Applicable
8695,NCT03705325,Not Applicable
7151,NCT02294916,Not Applicable
8694,NCT00435617,Not Applicable
7131,NCT02330081,Not Applicable
8712,NCT01834794,Not Applicable
8693,NCT03868930,Not Applicable
7270,NCT03154307,Not Applicable
7287,NCT00619463,Not Applicable
7286,NCT01670227,Not Applicable
7110,NCT04545606,Not Applicable
7111,NCT00336622,Not Applicable
7112,NCT00113737,Not Applicable
8622,NCT03616171,Not Applicable
8731,NCT02982070,Not Applicable
7115,NCT00111163,Not Applicable
7283,NCT02722356,Not Applicable
7282,NCT01502449,Not Applicable
8729,NCT04542642,Not Applicable
8625,NCT03310918,Not Applicable
7117,NCT02305524,Not Applicable
8728,NCT03722316,Not Applicable
7281,NCT02025413,Not Applicable
7118,NCT02295618,Not Applicable
7278,NCT02949037,Not Applicable
7119,NCT02293226,Not Applicable
8630,NCT01979055,Not Applicable
7120,NCT02291640,Not Applicable
8632,NCT02088749,Not Applicable
8722,NCT04524104,Not Applicable
7121,NCT02368808,Not Applicable
7126,NCT04387812,Not Applicable
7128,NCT03692273,Not Applicable
8636,NCT00779363,Not Applicable
8714,NCT00072995,Not Applicable
7152,NCT02286323,Not Applicable
7245,NCT02773446,Not Applicable
8820,NCT01330420,Not Applicable
8665,NCT02344537,Not Applicable
7179,NCT00162461,Not Applicable
7180,NCT02386878,Not Applicable
8667,NCT01773239,Not Applicable
7181,NCT01280162,Not Applicable
7225,NCT00198835,Not Applicable
7187,NCT04286243,Not Applicable
7214,NCT00505609,Not Applicable
7188,NCT04234815,Not Applicable
7189,NCT04185597,Not Applicable
7190,NCT04166370,Not Applicable
7213,NCT01129089,Not Applicable
7191,NCT04135625,Not Applicable
7212,NCT01756469,Not Applicable
7211,NCT01872390,Not Applicable
7210,NCT01873196,Not Applicable
7209,NCT01930084,Not Applicable
8676,NCT01515475,Not Applicable
7195,NCT03824756,Not Applicable
7208,NCT01985269,Not Applicable
7197,NCT03555669,Not Applicable
7198,NCT03254628,Not Applicable
7207,NCT02121821,Not Applicable
7199,NCT03074799,Not Applicable
7200,NCT03058302,Not Applicable
7206,NCT02395328,Not Applicable
7205,NCT02577380,Not Applicable
7204,NCT02908399,Not Applicable
8666,NCT00258752,Not Applicable
7177,NCT00990106,Not Applicable
7153,NCT02286297,Not Applicable
7175,NCT02764983,Not Applicable
7244,NCT03211884,Not Applicable
7154,NCT02291653,Not Applicable
7242,NCT04561765,Not Applicable
7155,NCT02289664,Not Applicable
7156,NCT02289651,Not Applicable
7157,NCT02289638,Not Applicable
7158,NCT02277405,Not Applicable
7159,NCT03668678,Not Applicable
7241,NCT01024569,Not Applicable
7239,NCT04453943,Not Applicable
7238,NCT01398319,Not Applicable
7161,NCT03075475,Not Applicable
8687,NCT00870207,Not Applicable
8661,NCT03629678,Not Applicable
7236,NCT02971072,Not Applicable
7162,NCT04568330,Not Applicable
7235,NCT01140269,Not Applicable
7164,NCT03499951,Not Applicable
7165,NCT01807728,Not Applicable
7234,NCT01387490,Not Applicable
8662,NCT01208142,Not Applicable
7167,NCT02153346,Not Applicable
7168,NCT02667353,Not Applicable
7231,NCT02272257,Not Applicable
7171,NCT02195427,Not Applicable
7173,NCT02765672,Not Applicable
7174,NCT02877732,Not Applicable
7289,NCT03449667,Not Applicable
8736,NCT03315663,Not Applicable
8737,NCT03126981,Not Applicable
7042,NCT04504630,Not Applicable
7043,NCT03309046,Not Applicable
8594,NCT03581136,Not Applicable
7349,NCT00639795,Not Applicable
7045,NCT02234778,Not Applicable
7046,NCT02115607,Not Applicable
7047,NCT01962038,Not Applicable
7347,NCT02877680,Not Applicable
7049,NCT01663792,Not Applicable
7346,NCT03492021,Not Applicable
8803,NCT01921179,Not Applicable
8802,NCT01647438,Not Applicable
7344,NCT02243774,Not Applicable
7343,NCT01130987,Not Applicable
7342,NCT01866735,Not Applicable
7055,NCT01418976,Not Applicable
7057,NCT01243060,Not Applicable
8598,NCT03051997,Not Applicable
8796,NCT03852030,Not Applicable
7060,NCT01121250,Not Applicable
7340,NCT02668276,Not Applicable
7339,NCT02678247,Not Applicable
8603,NCT01237106,Not Applicable
7064,NCT00742755,Not Applicable
7335,NCT02582957,Not Applicable
8608,NCT01752608,Not Applicable
8792,NCT03283553,Not Applicable
8790,NCT03300297,Not Applicable
7351,NCT03138564,Not Applicable
7041,NCT01294150,Not Applicable
8738,NCT02896010,Not Applicable
7352,NCT03065101,Not Applicable
8819,NCT01448447,Not Applicable
7370,NCT02123251,Not Applicable
7369,NCT01967680,Not Applicable
7026,NCT03237013,Not Applicable
7365,NCT02289287,Not Applicable
8816,NCT02787434,Not Applicable
8815,NCT02290639,Not Applicable
7029,NCT03199222,Not Applicable
7364,NCT04063592,Not Applicable
7363,NCT03447860,Not Applicable
7030,NCT02374918,Not Applicable
7031,NCT02370173,Not Applicable
7032,NCT01747811,Not Applicable
7033,NCT00282516,Not Applicable
8812,NCT01265953,Not Applicable
7034,NCT00867425,Not Applicable
7035,NCT00409786,Not Applicable
7358,NCT01996254,Not Applicable
7037,NCT03080246,Not Applicable
8810,NCT03136094,Not Applicable
8808,NCT00866411,Not Applicable
7038,NCT01591707,Not Applicable
7039,NCT00483522,Not Applicable
8587,NCT01800318,Not Applicable
8588,NCT02360644,Not Applicable
7354,NCT00788398,Not Applicable
7040,NCT01884545,Not Applicable
8789,NCT03947983,Not Applicable
7067,NCT00572884,Not Applicable
8788,NCT02431494,Not Applicable
8785,NCT04123223,Not Applicable
7317,NCT00822692,Not Applicable
7314,NCT01307280,Not Applicable
8754,NCT03183050,Not Applicable
8753,NCT04458194,Not Applicable
7085,NCT02176928,Not Applicable
7310,NCT04028180,Not Applicable
7309,NCT04474093,Not Applicable
7090,NCT01679938,Not Applicable
7308,NCT02319447,Not Applicable
7305,NCT01670825,Not Applicable
8748,NCT02140021,Not Applicable
7095,NCT03077126,Not Applicable
7096,NCT01079247,Not Applicable
7097,NCT00156663,Not Applicable
7304,NCT00387855,Not Applicable
7300,NCT02469324,Not Applicable
7299,NCT03920137,Not Applicable
8744,NCT01566890,Not Applicable
7298,NCT02946736,Not Applicable
7296,NCT03767894,Not Applicable
7103,NCT01062022,Not Applicable
7294,NCT00632060,Not Applicable
7104,NCT01007006,Not Applicable
7293,NCT00599508,Not Applicable
7106,NCT02439762,Not Applicable
8740,NCT01954576,Not Applicable
7108,NCT03834714,Not Applicable
8759,NCT00983892,Not Applicable
8760,NCT01513343,Not Applicable
8761,NCT01825252,Not Applicable
7073,NCT01096251,Not Applicable
8609,NCT03200366,Not Applicable
7068,NCT00473096,Not Applicable
8784,NCT03750409,Not Applicable
8611,NCT03653637,Not Applicable
8779,NCT03212677,Not Applicable
7329,NCT01301053,Not Applicable
7326,NCT01556581,Not Applicable
7069,NCT00393874,Not Applicable
8777,NCT02146326,Not Applicable
7071,NCT01912287,Not Applicable
8775,NCT01616797,Not Applicable
7322,NCT01208870,Not Applicable
7321,NCT01093053,Not Applicable
8762,NCT04481568,Not Applicable
8615,NCT01644812,Not Applicable
7074,NCT03866837,Not Applicable
8773,NCT01440907,Not Applicable
8772,NCT02041923,Not Applicable
8771,NCT03377855,Not Applicable
8769,NCT02754557,Not Applicable
8767,NCT03354585,Not Applicable
7077,NCT04241133,Not Applicable
8764,NCT03261661,Not Applicable
7078,NCT03833219,Not Applicable
8763,NCT04179721,Not Applicable
7079,NCT00955201,Not Applicable
8491,NCT03778177,Not Applicable
8984,NCT04605198,Not Applicable
8986,NCT04604015,Not Applicable
9270,NCT04340570,Not Applicable
7662,NCT03755401,Not Applicable
7661,NCT04230967,Not Applicable
8380,NCT03458013,Not Applicable
7658,NCT02512445,Not Applicable
9263,NCT04342728,Not Applicable
9262,NCT04342871,Not Applicable
8382,NCT03342872,Not Applicable
7656,NCT03272074,Not Applicable
7655,NCT02816294,Not Applicable
9259,NCT04344561,Not Applicable
8385,NCT02792296,Not Applicable
9254,NCT04350359,Not Applicable
8387,NCT00504023,Not Applicable
9253,NCT04351880,Not Applicable
6590,NCT01158950,Not Applicable
6591,NCT03798184,Not Applicable
7653,NCT04113135,Not Applicable
8388,NCT04300049,Not Applicable
9250,NCT04354454,Not Applicable
6599,NCT03547869,Not Applicable
6600,NCT02383472,Not Applicable
7652,NCT03672461,Not Applicable
6602,NCT01480804,Not Applicable
6604,NCT00984698,Not Applicable
9247,NCT04355650,Not Applicable
6607,NCT00290186,Not Applicable
9244,NCT04359108,Not Applicable
9269,NCT04340622,Not Applicable
9272,NCT04337021,Not Applicable
8391,NCT02860442,Not Applicable
9273,NCT04336774,Not Applicable
6545,NCT02634879,Not Applicable
8375,NCT01626417,Not Applicable
7677,NCT03677674,Not Applicable
6547,NCT03539315,Not Applicable
6548,NCT02889640,Not Applicable
6550,NCT04495686,Not Applicable
6551,NCT03409575,Not Applicable
9295,NCT04319094,Not Applicable
7676,NCT03202745,Not Applicable
7673,NCT03266120,Not Applicable
9289,NCT04322162,Not Applicable
9287,NCT04323176,Not Applicable
9285,NCT04327596,Not Applicable
7672,NCT00438594,Not Applicable
9281,NCT04330391,Not Applicable
6564,NCT02611648,Not Applicable
6565,NCT02676479,Not Applicable
6566,NCT04306549,Not Applicable
6569,NCT00525837,Not Applicable
9280,NCT04330482,Not Applicable
6570,NCT01267877,Not Applicable
9279,NCT04330716,Not Applicable
7670,NCT02225847,Not Applicable
9276,NCT04334356,Not Applicable
7668,NCT04178538,Not Applicable
7664,NCT03393637,Not Applicable
7663,NCT03059082,Not Applicable
6608,NCT00202449,Not Applicable
6611,NCT02832401,Not Applicable
8489,NCT02219906,Not Applicable
6637,NCT00254072,Not Applicable
6640,NCT03869671,Not Applicable
9221,NCT04380311,Not Applicable
9220,NCT04380415,Not Applicable
6642,NCT03885700,Not Applicable
6644,NCT01739803,Not Applicable
9219,NCT04382391,Not Applicable
9218,NCT04382963,Not Applicable
8410,NCT00484640,Not Applicable
8411,NCT03649958,Not Applicable
9214,NCT04386291,Not Applicable
6647,NCT01032044,Not Applicable
6648,NCT01969864,Not Applicable
8412,NCT03832933,Not Applicable
9211,NCT04388488,Not Applicable
9210,NCT04388748,Not Applicable
9206,NCT04392323,Not Applicable
8417,NCT01824511,Not Applicable
7635,NCT02096653,Not Applicable
6656,NCT00164671,Not Applicable
6659,NCT03887247,Not Applicable
9198,NCT04403737,Not Applicable
9196,NCT04404855,Not Applicable
9194,NCT04406935,Not Applicable
7633,NCT03580538,Not Applicable
9190,NCT04410627,Not Applicable
9188,NCT04411823,Not Applicable
6668,NCT01768546,Not Applicable
6639,NCT01535326,Not Applicable
9224,NCT04378790,Not Applicable
6612,NCT02144441,Not Applicable
9225,NCT04378751,Not Applicable
9239,NCT04365543,Not Applicable
6614,NCT02693444,Not Applicable
6615,NCT04130984,Not Applicable
6616,NCT03250156,Not Applicable
6617,NCT04044326,Not Applicable
6619,NCT01509573,Not Applicable
9236,NCT04368702,Not Applicable
6621,NCT04026802,Not Applicable
6622,NCT04261738,Not Applicable
6623,NCT02132793,Not Applicable
6624,NCT03221530,Not Applicable
8393,NCT02808598,Not Applicable
8397,NCT02037568,Not Applicable
8398,NCT02706964,Not Applicable
7646,NCT03643978,Not Applicable
6627,NCT03167658,Not Applicable
6628,NCT04549532,Not Applicable
8402,NCT03461783,Not Applicable
6629,NCT04168450,Not Applicable
7644,NCT02887235,Not Applicable
6630,NCT03033602,Not Applicable
9229,NCT04374760,Not Applicable
6632,NCT02387320,Not Applicable
6634,NCT03551483,Not Applicable
8407,NCT02708069,Not Applicable
9226,NCT04378270,Not Applicable
6635,NCT02963987,Not Applicable
6544,NCT03503695,Not Applicable
9297,NCT04317586,Not Applicable
9298,NCT04317417,Not Applicable
7709,NCT02764528,Not Applicable
7707,NCT03198754,Not Applicable
9376,NCT04251988,Not Applicable
9375,NCT04252040,Not Applicable
6464,NCT00002309,Not Applicable
6465,NCT04338334,Not Applicable
9374,NCT04253782,Not Applicable
9373,NCT04254003,Not Applicable
9372,NCT04254653,Not Applicable
9371,NCT04254666,Not Applicable
6471,NCT03059095,Not Applicable
9365,NCT04258319,Not Applicable
6474,NCT04341948,Not Applicable
9362,NCT04262180,Not Applicable
7703,NCT02272959,Not Applicable
6475,NCT04246281,Not Applicable
6476,NCT03322891,Not Applicable
9359,NCT04263259,Not Applicable
6478,NCT04445116,Not Applicable
7702,NCT03371225,Not Applicable
6479,NCT02050789,Not Applicable
7700,NCT04055181,Not Applicable
6481,NCT02875535,Not Applicable
6482,NCT03524482,Not Applicable
7699,NCT02721147,Not Applicable
6483,NCT01492348,Not Applicable
6484,NCT04372329,Not Applicable
6486,NCT01451359,Not Applicable
6462,NCT03733626,Not Applicable
9378,NCT04250662,Not Applicable
9299,NCT04316715,Not Applicable
6460,NCT02276118,Not Applicable
6435,NCT02888912,Not Applicable
6436,NCT04182529,Not Applicable
9396,NCT04235907,Not Applicable
7714,NCT04133766,Not Applicable
9394,NCT04238143,Not Applicable
8342,NCT00713050,Not Applicable
7712,NCT01910493,Not Applicable
6440,NCT00549796,Not Applicable
9391,NCT04240561,Not Applicable
9388,NCT04240951,Not Applicable
9387,NCT04241913,Not Applicable
7711,NCT02843178,Not Applicable
9386,NCT04241939,Not Applicable
8344,NCT04427527,Not Applicable
8345,NCT02349555,Not Applicable
9384,NCT04242186,Not Applicable
9382,NCT04243044,Not Applicable
8346,NCT03848312,Not Applicable
6449,NCT04070833,Not Applicable
7710,NCT04379414,Not Applicable
6452,NCT02924467,Not Applicable
6453,NCT04579198,Not Applicable
6454,NCT02761551,Not Applicable
8348,NCT01527617,Not Applicable
6457,NCT02473926,Not Applicable
6459,NCT02273206,Not Applicable
9379,NCT04247828,Not Applicable
8350,NCT02558855,Not Applicable
9355,NCT04268745,Not Applicable
6487,NCT03381885,Not Applicable
9354,NCT04269161,Not Applicable
7690,NCT00571038,Not Applicable
7689,NCT01489215,Not Applicable
6520,NCT03867812,Not Applicable
9334,NCT04287374,Not Applicable
9333,NCT04288752,Not Applicable
7688,NCT01942746,Not Applicable
5710,NCT02206893,Not Applicable
6523,NCT03862924,Not Applicable
8355,NCT00002251,Not Applicable
8362,NCT01783327,Not Applicable
6527,NCT02845700,Not Applicable
7684,NCT03502096,Not Applicable
9323,NCT04295135,Not Applicable
9319,NCT04300478,Not Applicable
9317,NCT04302948,Not Applicable
8365,NCT00947206,Not Applicable
7683,NCT03935282,Not Applicable
8367,NCT03774186,Not Applicable
8368,NCT02366754,Not Applicable
7682,NCT00732173,Not Applicable
9308,NCT04306211,Not Applicable
9307,NCT04307004,Not Applicable
9305,NCT04309825,Not Applicable
7681,NCT03753360,Not Applicable
8373,NCT03929939,Not Applicable
6541,NCT01420016,Not Applicable
9302,NCT04314778,Not Applicable
6517,NCT02207803,Not Applicable
9337,NCT04283630,Not Applicable
7691,NCT02052037,Not Applicable
6500,NCT03924674,Not Applicable
9352,NCT04269772,Not Applicable
9351,NCT04270474,Not Applicable
6489,NCT02294318,Not Applicable
6490,NCT02508480,Not Applicable
6492,NCT03244475,Not Applicable
7697,NCT04016909,Not Applicable
9347,NCT04274764,Not Applicable
9346,NCT04276194,Not Applicable
6494,NCT04304833,Not Applicable
6495,NCT02113410,Not Applicable
6497,NCT03259646,Not Applicable
6498,NCT04604821,Not Applicable
6501,NCT02260778,Not Applicable
6514,NCT01465607,Not Applicable
9345,NCT04276805,Not Applicable
6502,NCT01787175,Not Applicable
6503,NCT04154462,Not Applicable
9344,NCT04278157,Not Applicable
7695,NCT00208572,Not Applicable
7694,NCT02910934,Not Applicable
9342,NCT04279587,Not Applicable
6507,NCT04522258,Not Applicable
6508,NCT04419948,Not Applicable
7693,NCT03406013,Not Applicable
7692,NCT00162435,Not Applicable
9340,NCT04280653,Not Applicable
6670,NCT00430313,Not Applicable
6671,NCT04466423,Not Applicable
9187,NCT04414982,Not Applicable
9079,NCT04523636,Not Applicable
7538,NCT03950986,Not Applicable
6787,NCT00932061,Not Applicable
8463,NCT01244568,Not Applicable
7535,NCT00627250,Not Applicable
8465,NCT00408200,Not Applicable
6789,NCT00476346,Not Applicable
9072,NCT04526808,Not Applicable
9067,NCT04534660,Not Applicable
9065,NCT04538963,Not Applicable
7532,NCT02026167,Not Applicable
7531,NCT02787759,Not Applicable
7529,NCT03338530,Not Applicable
9063,NCT04539158,Not Applicable
6796,NCT02445196,Not Applicable
9062,NCT04539821,Not Applicable
6798,NCT03030703,Not Applicable
7528,NCT04250688,Not Applicable
6799,NCT03063385,Not Applicable
6801,NCT02046590,Not Applicable
7527,NCT02983864,Not Applicable
6803,NCT02039895,Not Applicable
9057,NCT04542551,Not Applicable
9055,NCT04545957,Not Applicable
6805,NCT00681616,Not Applicable
6806,NCT04029298,Not Applicable
8469,NCT00760383,Not Applicable
9051,NCT04549051,Not Applicable
9077,NCT04524715,Not Applicable
9080,NCT04523337,Not Applicable
6757,NCT00074633,Not Applicable
9081,NCT04523155,Not Applicable
7551,NCT04525651,Not Applicable
6760,NCT01452503,Not Applicable
9096,NCT04506307,Not Applicable
7550,NCT01510834,Not Applicable
7549,NCT02820038,Not Applicable
9094,NCT04508348,Not Applicable
6763,NCT04598386,Not Applicable
8456,NCT01280500,Not Applicable
9091,NCT04511338,Not Applicable
9090,NCT04513899,Not Applicable
7546,NCT02268877,Not Applicable
8459,NCT04309370,Not Applicable
6768,NCT03996876,Not Applicable
6769,NCT03678766,Not Applicable
6770,NCT03564795,Not Applicable
6772,NCT03440554,Not Applicable
6773,NCT03409133,Not Applicable
6774,NCT03342482,Not Applicable
9089,NCT04513990,Not Applicable
9088,NCT04514757,Not Applicable
6777,NCT02377089,Not Applicable
7544,NCT01626599,Not Applicable
9086,NCT04516213,Not Applicable
6781,NCT02115646,Not Applicable
7540,NCT01143207,Not Applicable
6782,NCT01614444,Not Applicable
7539,NCT04031326,Not Applicable
8472,NCT03533829,Not Applicable
6808,NCT02129114,Not Applicable
8475,NCT01719679,Not Applicable
6809,NCT03973606,Not Applicable
6842,NCT03264235,Not Applicable
9014,NCT04579926,Not Applicable
9013,NCT04580524,Not Applicable
8482,NCT00771589,Not Applicable
6844,NCT00693563,Not Applicable
9009,NCT04582214,Not Applicable
9005,NCT04584762,Not Applicable
9004,NCT04586530,Not Applicable
7504,NCT00272220,Not Applicable
9002,NCT04587804,Not Applicable
9001,NCT04588025,Not Applicable
6848,NCT02784587,Not Applicable
9000,NCT04591288,Not Applicable
7502,NCT02515149,Not Applicable
8998,NCT04592601,Not Applicable
8997,NCT04592783,Not Applicable
8996,NCT04593693,Not Applicable
8994,NCT04594902,Not Applicable
6854,NCT04100564,Not Applicable
8993,NCT04595903,Not Applicable
6855,NCT02878850,Not Applicable
8992,NCT04596241,Not Applicable
7499,NCT02548208,Not Applicable
8988,NCT04599751,Not Applicable
6858,NCT03663452,Not Applicable
6861,NCT03682263,Not Applicable
7495,NCT03605888,Not Applicable
9017,NCT04577313,Not Applicable
7506,NCT04579328,Not Applicable
9020,NCT04576247,Not Applicable
8480,NCT01797497,Not Applicable
6810,NCT02851030,Not Applicable
8477,NCT00788632,Not Applicable
6812,NCT04595344,Not Applicable
6814,NCT03939507,Not Applicable
7519,NCT00513500,Not Applicable
9043,NCT04556175,Not Applicable
6817,NCT01190033,Not Applicable
