,NCTId,DesignPrimaryPurpose
9433,NCT04210024,Supportive Care
2792,NCT02956408,Supportive Care
9418,NCT04221607,Supportive Care
7208,NCT01985269,Supportive Care
7998,NCT02831582,Supportive Care
9400,NCT04234581,Supportive Care
8789,NCT03947983,Supportive Care
8796,NCT03852030,Supportive Care
2779,NCT04036344,Supportive Care
3721,NCT01444911,Supportive Care
7972,NCT00087399,Supportive Care
2837,NCT02222246,Supportive Care
8909,NCT03609671,Supportive Care
7351,NCT03138564,Supportive Care
7349,NCT00639795,Supportive Care
2612,NCT02698761,Supportive Care
7944,NCT00365105,Supportive Care
8920,NCT02165735,Supportive Care
7942,NCT00040885,Supportive Care
3962,NCT03464188,Supportive Care
9042,NCT04556227,Supportive Care
9040,NCT04558567,Supportive Care
9038,NCT04560673,Supportive Care
7348,NCT02689713,Supportive Care
7940,NCT00058357,Supportive Care
3937,NCT03242070,Supportive Care
8939,NCT04475718,Supportive Care
7938,NCT00869206,Supportive Care
9014,NCT04579926,Supportive Care
2638,NCT03865199,Supportive Care
2644,NCT03613714,Supportive Care
3854,NCT04176107,Supportive Care
2653,NCT01447771,Supportive Care
2659,NCT03970642,Supportive Care
2662,NCT00660322,Supportive Care
7342,NCT01866735,Supportive Care
8967,NCT03032159,Supportive Care
8966,NCT03149185,Supportive Care
8962,NCT04066894,Supportive Care
8948,NCT04571502,Supportive Care
3881,NCT01565863,Supportive Care
8958,NCT03410823,Supportive Care
7913,NCT00719563,Supportive Care
2610,NCT01378195,Supportive Care
4071,NCT04202900,Supportive Care
7363,NCT03447860,Supportive Care
4070,NCT00939380,Supportive Care
9198,NCT04403737,Supportive Care
7400,NCT03395028,Supportive Care
8846,NCT03471221,Supportive Care
8308,NCT02429479,Supportive Care
9177,NCT04426838,Supportive Care
9171,NCT04433975,Supportive Care
7970,NCT01385137,Supportive Care
4044,NCT02757937,Supportive Care
1805,NCT00591448,Supportive Care
9158,NCT04452201,Supportive Care
8850,NCT01435603,Supportive Care
2583,NCT04562649,Supportive Care
9152,NCT04460872,Supportive Care
7956,NCT01099449,Supportive Care
9151,NCT04461795,Supportive Care
7950,NCT00081250,Supportive Care
7949,NCT00489411,Supportive Care
7948,NCT01009918,Supportive Care
8856,NCT03905720,Supportive Care
8857,NCT03454022,Supportive Care
3998,NCT03903146,Supportive Care
9132,NCT04479514,Supportive Care
3741,NCT02347202,Supportive Care
9119,NCT04485767,Supportive Care
7946,NCT01376349,Supportive Care
8865,NCT03256110,Supportive Care
2707,NCT02939287,Supportive Care
7945,NCT01439945,Supportive Care
9564,NCT04086875,Supportive Care
8954,NCT04331366,Supportive Care
8247,NCT02688192,Supportive Care
9781,NCT03916809,Supportive Care
2122,NCT03337217,Supportive Care
3283,NCT01751620,Supportive Care
9921,NCT03814850,Supportive Care
8084,NCT02858778,Supportive Care
8186,NCT01343056,Supportive Care
8610,NCT01066949,Supportive Care
122,NCT03688126,Supportive Care
123,NCT02053506,Supportive Care
9917,NCT03819088,Supportive Care
133,NCT01873482,Supportive Care
1333,NCT01862653,Supportive Care
137,NCT02406599,Supportive Care
7728,NCT03916796,Supportive Care
9904,NCT03828370,Supportive Care
1299,NCT01216982,Supportive Care
8625,NCT03310918,Supportive Care
9870,NCT03850600,Supportive Care
8533,NCT02605200,Supportive Care
7746,NCT04012749,Supportive Care
7569,NCT04322357,Supportive Care
9852,NCT03865381,Supportive Care
9846,NCT03867539,Supportive Care
9838,NCT03874507,Supportive Care
8633,NCT01672684,Supportive Care
1245,NCT02415309,Supportive Care
1238,NCT02340624,Supportive Care
1559,NCT03931395,Supportive Care
3108,NCT03920670,Supportive Care
2314,NCT04250077,Supportive Care
2308,NCT03205982,Supportive Care
4481,NCT02670850,Supportive Care
7699,NCT02721147,Supportive Care
2237,NCT03306147,Supportive Care
2241,NCT02865967,Supportive Care
3184,NCT03538769,Supportive Care
3185,NCT00986310,Supportive Care
7683,NCT03935282,Supportive Care
4496,NCT04518657,Supportive Care
7707,NCT03198754,Supportive Care
1459,NCT03276741,Supportive Care
8117,NCT03730259,Supportive Care
43,NCT02787538,Supportive Care
7710,NCT04379414,Supportive Care
9970,NCT03782506,Supportive Care
7644,NCT02887235,Supportive Care
3137,NCT01951092,Supportive Care
4474,NCT02302612,Supportive Care
8172,NCT01846845,Supportive Care
8173,NCT01839123,Supportive Care
3214,NCT02550730,Supportive Care
3224,NCT04199702,Supportive Care
1375,NCT03255161,Supportive Care
7722,NCT04115813,Supportive Care
7650,NCT03850509,Supportive Care
3246,NCT03602391,Supportive Care
1361,NCT00963690,Supportive Care
8181,NCT00917085,Supportive Care
3036,NCT02872454,Supportive Care
9854,NCT03864965,Supportive Care
9774,NCT03922529,Supportive Care
7838,NCT04281264,Supportive Care
9681,NCT03999957,Supportive Care
8450,NCT03677739,Supportive Care
9678,NCT04000880,Supportive Care
9671,NCT04003051,Supportive Care
2415,NCT01822171,Supportive Care
9665,NCT04010227,Supportive Care
8653,NCT03494166,Supportive Care
7818,NCT03208686,Supportive Care
8708,NCT01941810,Supportive Care
8709,NCT02022423,Supportive Care
1696,NCT00936000,Supportive Care
9625,NCT04039087,Supportive Care
8451,NCT03233555,Supportive Care
7841,NCT03191253,Supportive Care
9594,NCT04058795,Supportive Care
8407,NCT02708069,Supportive Care
8244,NCT04150055,Supportive Care
8405,NCT03781154,Supportive Care
2002,NCT01705288,Supportive Care
9580,NCT04073914,Supportive Care
8246,NCT03028948,Supportive Care
4262,NCT04213508,Supportive Care
8736,NCT03315663,Supportive Care
8023,NCT00742781,Supportive Care
8042,NCT01109576,Supportive Care
1646,NCT01596998,Supportive Care
8499,NCT00993590,Supportive Care
1161,NCT03202680,Supportive Care
3447,NCT03217201,Supportive Care
9772,NCT03924557,Supportive Care
9755,NCT03937531,Supportive Care
4409,NCT02430792,Supportive Care
4416,NCT01321281,Supportive Care
9716,NCT03975465,Supportive Care
9725,NCT03963908,Supportive Care
3010,NCT04491539,Supportive Care
8486,NCT03055598,Supportive Care
2849,NCT01202994,Screening
5722,NCT00379743,Screening
1624,NCT03512301,Screening
8816,NCT02787434,Screening
1536,NCT02279836,Screening
3543,NCT02882620,Screening
3200,NCT03972774,Screening
3853,NCT01880853,Screening
1539,NCT00629330,Screening
1793,NCT04478110,Screening
8748,NCT02140021,Screening
3153,NCT01415479,Screening
5585,NCT01380795,Screening
4924,NCT03567837,Screening
3554,NCT01410669,Screening
4867,NCT03975400,Screening
1072,NCT04406714,Screening
2999,NCT01526239,Screening
3216,NCT03654365,Screening
8344,NCT04427527,Screening
1604,NCT01634126,Screening
1135,NCT01782014,Screening
3291,NCT01516801,Screening
1645,NCT02918435,Screening
6722,NCT00556764,Screening
8609,NCT03200366,Screening
7634,NCT00198796,Screening
1512,NCT03713333,Screening
3779,NCT03445403,Screening
8439,NCT02511301,Screening
2677,NCT01417182,Screening
1341,NCT01728129,Screening
3256,NCT01131312,Screening
1750,NCT04136951,Screening
2918,NCT01377857,Screening
5678,NCT04087304,Screening
5487,NCT02067039,Screening
1682,NCT04003454,Screening
4950,NCT01722474,Screening
1283,NCT02223338,Screening
4918,NCT01267110,Screening
3943,NCT04577599,Screening
3170,NCT03856255,Screening
4331,NCT03315442,Screening
4617,NCT01483040,Screening
6047,NCT02634944,Screening
2562,NCT01595178,Screening
68,NCT01154296,Screening
155,NCT01764269,Screening
9229,NCT04374760,Screening
4539,NCT02774434,Screening
2136,NCT02192034,Screening
5216,NCT03844867,Screening
7987,NCT02795104,Screening
4543,NCT01864564,Screening
5917,NCT01205646,Screening
9826,NCT03881098,Screening
2350,NCT04221633,Screening
5978,NCT04515212,Screening
5921,NCT02139722,Screening
2500,NCT01453894,Screening
2347,NCT01742169,Screening
5413,NCT01847300,Screening
9535,NCT04104191,Screening
9448,NCT04195646,Screening
4201,NCT03726320,Screening
9527,NCT04110522,Screening
9501,NCT04131946,Screening
2148,NCT04248023,Screening
6606,NCT00623090,Screening
8199,NCT03057119,Screening
9097,NCT04506294,Screening
1867,NCT01317784,Screening
25,NCT03867409,Screening
6900,NCT04336397,Screening
6139,NCT00896649,Screening
7064,NCT00742755,Screening
9035,NCT04563754,Screening
7066,NCT00633009,Screening
9112,NCT04494945,Screening
9734,NCT03954977,Screening
4423,NCT03882528,Screening
1595,NCT03820414,Prevention
8483,NCT04232657,Prevention
5533,NCT00223080,Prevention
1585,NCT02723617,Prevention
2095,NCT01973153,Prevention
8200,NCT00542113,Prevention
1518,NCT02725905,Prevention
1526,NCT02375256,Prevention
1515,NCT00197054,Prevention
8497,NCT02700542,Prevention
1513,NCT04406441,Prevention
8216,NCT03202277,Prevention
2093,NCT00097838,Prevention
5539,NCT03839589,Prevention
2091,NCT01175122,Prevention
6428,NCT04117607,Prevention
1553,NCT02228967,Prevention
5373,NCT04294095,Prevention
2086,NCT04371419,Prevention
1566,NCT04098250,Prevention
8202,NCT03278340,Prevention
8521,NCT04018092,Prevention
5545,NCT02408159,Prevention
5546,NCT04492592,Prevention
1567,NCT04255251,Prevention
8204,NCT04189523,Prevention
8526,NCT00587496,Prevention
1570,NCT00485134,Prevention
5534,NCT02339493,Prevention
6431,NCT02507882,Prevention
8201,NCT03003949,Prevention
2079,NCT01876667,Prevention
1555,NCT00870987,Prevention
2090,NCT03722589,Prevention
2101,NCT03877497,Prevention
1511,NCT03535272,Prevention
8563,NCT03398902,Prevention
1475,NCT00290147,Prevention
1473,NCT02140762,Prevention
2145,NCT01681992,Prevention
1469,NCT04345757,Prevention
2152,NCT00763308,Prevention
2157,NCT00018551,Prevention
2162,NCT02482610,Prevention
8555,NCT03560232,Prevention
8557,NCT03281161,Prevention
1444,NCT00809445,Prevention
2166,NCT00685555,Prevention
1476,NCT02285777,Prevention
8564,NCT02835495,Prevention
8565,NCT01307137,Prevention
8151,NCT01545934,Prevention
1439,NCT02045706,Prevention
2192,NCT02531958,Prevention
2204,NCT01254669,Prevention
2218,NCT01702428,Prevention
8568,NCT04502524,Prevention
5330,NCT00526994,Prevention
5589,NCT03158740,Prevention
2143,NCT00026611,Prevention
1481,NCT03867162,Prevention
8536,NCT02290938,Prevention
2119,NCT01839903,Prevention
1500,NCT02425345,Prevention
1497,NCT01473771,Prevention
8198,NCT02313181,Prevention
8541,NCT03199196,Prevention
1490,NCT01884090,Prevention
1598,NCT01378780,Prevention
2106,NCT02167386,Prevention
2111,NCT02364570,Prevention
8188,NCT01632202,Prevention
1489,NCT00197288,Prevention
2120,NCT03404531,Prevention
2140,NCT01413555,Prevention
2123,NCT00826735,Prevention
2124,NCT02482675,Prevention
8185,NCT02266576,Prevention
1488,NCT01560754,Prevention
1485,NCT02092142,Prevention
1484,NCT02385825,Prevention
8183,NCT00125580,Prevention
5347,NCT01615055,Prevention
1483,NCT02386150,Prevention
1482,NCT03051386,Prevention
1596,NCT00832871,Prevention
1831,NCT00889616,Prevention
6449,NCT04070833,Prevention
8361,NCT02541032,Prevention
1901,NCT02116205,Prevention
1787,NCT02056639,Prevention
1922,NCT01924936,Prevention
1785,NCT00494052,Prevention
5473,NCT03944616,Prevention
8357,NCT01196169,Prevention
6473,NCT00847912,Prevention
6472,NCT00000152,Prevention
8286,NCT03817931,Prevention
1935,NCT02731066,Prevention
8271,NCT02333045,Prevention
1888,NCT00659672,Prevention
6520,NCT03867812,Prevention
1772,NCT00137670,Prevention
8362,NCT01783327,Prevention
8365,NCT00947206,Prevention
8270,NCT03170700,Prevention
1955,NCT03506984,Prevention
5481,NCT02139436,Prevention
8268,NCT00380679,Prevention
5483,NCT01028144,Prevention
5484,NCT03750838,Prevention
5427,NCT03056625,Prevention
6504,NCT00840658,Prevention
1976,NCT04279392,Prevention
1819,NCT01293604,Prevention
1839,NCT02922127,Prevention
1843,NCT03272048,Prevention
1436,NCT01465503,Prevention
1855,NCT01617109,Prevention
6493,NCT01045564,Prevention
8320,NCT01657422,Prevention
5445,NCT00381524,Prevention
1830,NCT01704768,Prevention
1826,NCT02676635,Prevention
1876,NCT01502345,Prevention
5441,NCT02854657,Prevention
8311,NCT04097353,Prevention
1815,NCT00127699,Prevention
5462,NCT03429985,Prevention
1811,NCT03403621,Prevention
8316,NCT02037750,Prevention
6482,NCT03524482,Prevention
6481,NCT02875535,Prevention
8346,NCT03848312,Prevention
8315,NCT03637972,Prevention
1882,NCT01293617,Prevention
1883,NCT01283672,Prevention
1963,NCT03352219,Prevention
1743,NCT03763591,Prevention
8478,NCT02929667,Prevention
1637,NCT03334175,Prevention
1668,NCT01913353,Prevention
8225,NCT04204447,Prevention
1656,NCT01363037,Prevention
8436,NCT03333252,Prevention
2045,NCT00827632,Prevention
1649,NCT02556112,Prevention
5509,NCT00926250,Prevention
8221,NCT02021578,Prevention
5511,NCT01040949,Prevention
8220,NCT00126152,Prevention
5384,NCT02152397,Prevention
6463,NCT03630588,Prevention
5383,NCT02781675,Prevention
1838,NCT00350337,Prevention
8217,NCT03227575,Prevention
1619,NCT01555554,Prevention
2062,NCT03490188,Prevention
1614,NCT04540081,Prevention
6530,NCT04041284,Prevention
5378,NCT03297645,Prevention
1602,NCT00128375,Prevention
8477,NCT00788632,Prevention
2038,NCT03922061,Prevention
5391,NCT00305097,Prevention
1978,NCT00296101,Prevention
1991,NCT00819013,Prevention
1736,NCT02186626,Prevention
1983,NCT02056652,Prevention
1732,NCT03511937,Prevention
1989,NCT03501992,Prevention
5409,NCT01751048,Prevention
1724,NCT02098603,Prevention
5408,NCT02853617,Prevention
1713,NCT03642847,Prevention
8404,NCT00361075,Prevention
1709,NCT01632995,Prevention
1992,NCT03833284,Prevention
1693,NCT01782898,Prevention
1997,NCT04461184,Prevention
5403,NCT03125291,Prevention
2004,NCT00373009,Prevention
2010,NCT00282126,Prevention
5397,NCT02475850,Prevention
2014,NCT04177472,Prevention
8237,NCT04363450,Prevention
2018,NCT01011634,Prevention
5499,NCT01677195,Prevention
2019,NCT01699022,Prevention
2053,NCT01050205,Prevention
4510,NCT00211991,Prevention
1435,NCT00164619,Prevention
5907,NCT01928849,Prevention
5920,NCT04021342,Prevention
9384,NCT04242186,Prevention
9380,NCT04246996,Prevention
9357,NCT04264897,Prevention
9351,NCT04270474,Prevention
9347,NCT04274764,Prevention
9334,NCT04287374,Prevention
9320,NCT04299438,Prevention
5928,NCT01672541,Prevention
5905,NCT02198833,Prevention
5903,NCT02325414,Prevention
5901,NCT02807623,Prevention
5900,NCT03433261,Prevention
9299,NCT04316715,Prevention
9276,NCT04334356,Prevention
9258,NCT04344860,Prevention
6234,NCT01905618,Prevention
5932,NCT02181062,Prevention
8571,NCT03001024,Prevention
9514,NCT04121858,Prevention
5977,NCT04517994,Prevention
9573,NCT04080531,Prevention
9568,NCT04083859,Prevention
9565,NCT04084561,Prevention
9563,NCT04087096,Prevention
9556,NCT04090359,Prevention
5966,NCT00847574,Prevention
9500,NCT04132869,Prevention
9429,NCT04211766,Prevention
9493,NCT04142983,Prevention
5952,NCT00480779,Prevention
6220,NCT03030716,Prevention
9468,NCT04171817,Prevention
9465,NCT04174677,Prevention
9449,NCT04195477,Prevention
6225,NCT00989170,Prevention
6252,NCT02864901,Prevention
9228,NCT04375813,Prevention
9218,NCT04382963,Prevention
5827,NCT04181034,Prevention
6275,NCT00468858,Prevention
6276,NCT00460525,Prevention
5833,NCT04132739,Prevention
6277,NCT00384670,Prevention
5830,NCT04316429,Prevention
5829,NCT00525954,Prevention
5828,NCT03411577,Prevention
9065,NCT04538963,Prevention
9204,NCT04398368,Prevention
9043,NCT04556175,Prevention
6278,NCT00370682,Prevention
6279,NCT00358332,Prevention
9008,NCT04582617,Prevention
5811,NCT03581565,Prevention
9006,NCT04584710,Prevention
8994,NCT04594902,Prevention
5837,NCT01601847,Prevention
9088,NCT04514757,Prevention
5839,NCT02412982,Prevention
9114,NCT04491175,Prevention
9196,NCT04404855,Prevention
9192,NCT04409236,Prevention
9184,NCT04417946,Prevention
5872,NCT00221507,Prevention
6260,NCT01843621,Prevention
5867,NCT04227405,Prevention
9155,NCT04456140,Prevention
9154,NCT04456738,Prevention
5862,NCT01247974,Prevention
6264,NCT01435135,Prevention
5857,NCT00133445,Prevention
5856,NCT01818791,Prevention
9135,NCT04478617,Prevention
6267,NCT01080716,Prevention
9131,NCT04479943,Prevention
9578,NCT04075682,Prevention
5982,NCT04293016,Prevention
9582,NCT04072549,Prevention
9931,NCT03810417,Prevention
80,NCT02971709,Prevention
9952,NCT03796065,Prevention
89,NCT02882100,Prevention
91,NCT02109757,Prevention
9942,NCT03802994,Prevention
100,NCT00328380,Prevention
102,NCT03293875,Prevention
109,NCT01927835,Prevention
9909,NCT03823209,Prevention
114,NCT03382418,Prevention
9922,NCT03814473,Prevention
119,NCT01150695,Prevention
120,NCT00245076,Prevention
121,NCT00935623,Prevention
9913,NCT03820609,Prevention
138,NCT03965195,Prevention
73,NCT00601835,Prevention
6103,NCT01459172,Prevention
6105,NCT01447407,Prevention
9958,NCT03793829,Prevention
2,NCT02801266,Prevention
4,NCT00312702,Prevention
5,NCT00312663,Prevention
12,NCT02663219,Prevention
14,NCT01861210,Prevention
9987,NCT03771963,Prevention
6120,NCT01299142,Prevention
31,NCT04562636,Prevention
32,NCT03924505,Prevention
33,NCT02334462,Prevention
9973,NCT03781856,Prevention
6111,NCT01372644,Prevention
49,NCT02773979,Prevention
55,NCT00666380,Prevention
65,NCT00385047,Prevention
6072,NCT01943825,Prevention
154,NCT01112917,Prevention
9586,NCT04068883,Prevention
6004,NCT03763643,Prevention
9679,NCT04000555,Prevention
6015,NCT03530163,Prevention
9677,NCT04001946,Prevention
9669,NCT04004598,Prevention
9659,NCT04016233,Prevention
6007,NCT03686813,Prevention
6195,NCT01249625,Prevention
6198,NCT02903355,Prevention
9896,NCT03833713,Prevention
9639,NCT04027010,Prevention
6200,NCT02666742,Prevention
9635,NCT04036396,Prevention
9618,NCT04046549,Prevention
9616,NCT04047420,Prevention
5986,NCT04171115,Prevention
9591,NCT04060849,Prevention
6193,NCT03482336,Prevention
6020,NCT03390335,Prevention
9699,NCT03984929,Prevention
9700,NCT03984409,Prevention
9890,NCT03838510,Prevention
9873,NCT03849144,Prevention
9866,NCT03854916,Prevention
9865,NCT03855410,Prevention
9858,NCT03863353,Prevention
9856,NCT03863743,Prevention
9843,NCT03869216,Prevention
9834,NCT03875339,Prevention
9831,NCT03877003,Prevention
9788,NCT03912363,Prevention
9754,NCT03938077,Prevention
9753,NCT03938103,Prevention
9748,NCT03941743,Prevention
9709,NCT03979885,Prevention
9704,NCT03982069,Prevention
6280,NCT00349713,Prevention
8968,NCT03185546,Prevention
5804,NCT02175030,Prevention
1274,NCT02636348,Prevention
5661,NCT03226054,Prevention
5660,NCT00489931,Prevention
5659,NCT01836445,Prevention
1267,NCT03185728,Prevention
5654,NCT00785200,Prevention
6363,NCT03832049,Prevention
1269,NCT04111263,Prevention
6367,NCT03776994,Prevention
1297,NCT04067401,Prevention
5649,NCT03114410,Prevention
5648,NCT03048786,Prevention
5647,NCT02442739,Prevention
1275,NCT01921153,Prevention
1280,NCT01166815,Prevention
6368,NCT01984983,Prevention
1289,NCT03341754,Prevention
8647,NCT03238456,Prevention
5663,NCT01873131,Prevention
6357,NCT01880463,Prevention
1212,NCT00373958,Prevention
1179,NCT01769456,Prevention
5681,NCT03409367,Prevention
8666,NCT00258752,Prevention
1185,NCT00761631,Prevention
1186,NCT01423825,Prevention
1190,NCT01157897,Prevention
6354,NCT01886326,Prevention
8661,NCT03629678,Prevention
1199,NCT00444457,Prevention
2227,NCT03930420,Prevention
1200,NCT01234103,Prevention
6355,NCT04156919,Prevention
1207,NCT02458092,Prevention
5669,NCT04311736,Prevention
1208,NCT04074928,Prevention
8622,NCT03616171,Prevention
1298,NCT03839797,Prevention
1172,NCT00574600,Prevention
1424,NCT00869713,Prevention
1397,NCT00289315,Prevention
1398,NCT00412087,Prevention
6392,NCT03750292,Prevention
8586,NCT00000798,Prevention
1401,NCT00372606,Prevention
1419,NCT03981952,Prevention
8572,NCT02189876,Prevention
1425,NCT00787826,Prevention
1307,NCT01632761,Prevention
1426,NCT00584844,Prevention
1427,NCT00584805,Prevention
1428,NCT00584454,Prevention
5596,NCT00536185,Prevention
1429,NCT00584194,Prevention
1430,NCT00582504,Prevention
1431,NCT00582088,Prevention
1391,NCT01702857,Prevention
5611,NCT03259893,Prevention
5612,NCT01694784,Prevention
1387,NCT00844493,Prevention
5635,NCT00823381,Prevention
1314,NCT04156373,Prevention
1315,NCT01954251,Prevention
