NCTId,Attribute,Value
NCT00652483,201-500,1
NCT00652249,0-50,1
NCT00652210,201-500,1
NCT00652197,0-50,1
NCT00652106,201-500,1
NCT00652093,0-50,1
NCT00651950,0-50,1
NCT00651937,51-100,1
NCT00651924,0-50,1
NCT00651911,0-50,1
NCT00651898,0-50,1
NCT00651859,101-200,1
NCT00651820,0-50,1
NCT00651755,0-50,1
NCT00651716,101-200,1
NCT00651690,51-100,1
NCT00651677,0-50,1
NCT00651638,0-50,1
NCT00651625,201-500,1
NCT00651612,501-1000,1
NCT00651534,0-50,1
NCT00651508,0-50,1
NCT00651482,0-50,1
NCT00651443,0-50,1
NCT00651417,101-200,1
NCT00651222,0-50,1
NCT00651196,51-100,1
NCT00651157,0-50,1
NCT00651053,51-100,1
NCT00650780,0-50,1
NCT00650754,0-50,1
NCT00650585,1001-10000,1
NCT00650533,0-50,1
NCT00650494,51-100,1
NCT00650481,51-100,1
NCT00650442,0-50,1
NCT00650416,0-50,1
NCT00650403,51-100,1
NCT00650377,0-50,1
NCT00650364,0-50,1
NCT00650351,0-50,1
NCT00650325,0-50,1
NCT00650312,0-50,1
NCT00650299,0-50,1
NCT00650286,0-50,1
NCT00650273,51-100,1
NCT00650260,0-50,1
NCT00650247,51-100,1
NCT00650234,0-50,1
NCT00650208,0-50,1
NCT00650195,51-100,1
NCT00650169,0-50,1
NCT00650117,0-50,1
NCT00650065,0-50,1
NCT00650052,101-200,1
NCT00650013,0-50,1
NCT00650000,0-50,1
NCT00649987,0-50,1
NCT00649974,0-50,1
NCT00649948,0-50,1
NCT00649935,51-100,1
NCT00649896,51-100,1
NCT00649870,0-50,1
NCT00649857,0-50,1
NCT00649818,0-50,1
NCT00649805,0-50,1
NCT00649779,0-50,1
NCT00649766,201-500,1
NCT00649753,0-50,1
NCT00649740,0-50,1
NCT00649727,0-50,1
NCT00649714,101-200,1
NCT00649701,1001-10000,1
NCT00649688,0-50,1
NCT00649675,0-50,1
NCT00649662,0-50,1
NCT00649649,0-50,1
NCT00649636,0-50,1
NCT00649623,0-50,1
NCT00649597,51-100,1
NCT00649571,0-50,1
NCT00649558,0-50,1
NCT00649532,0-50,1
NCT00649519,51-100,1
NCT00649506,0-50,1
NCT00649493,51-100,1
NCT00649480,51-100,1
NCT00649467,0-50,1
NCT00649454,0-50,1
NCT00649441,51-100,1
NCT00649402,51-100,1
NCT00649376,51-100,1
NCT00649363,0-50,1
NCT00649350,0-50,1
NCT00649337,1001-10000,1
NCT00649324,0-50,1
NCT00649285,51-100,1
NCT00649272,51-100,1
NCT00649259,0-50,1
NCT00649233,0-50,1
NCT00649194,51-100,1
NCT00649181,51-100,1
NCT00649155,0-50,1
NCT00649129,0-50,1
NCT00649116,0-50,1
NCT00649103,51-100,1
NCT00649077,0-50,1
NCT00649051,51-100,1
NCT00649038,0-50,1
NCT00649012,0-50,1
NCT00648986,0-50,1
NCT00648947,0-50,1
NCT00648934,0-50,1
NCT00648921,0-50,1
NCT00648895,0-50,1
NCT00648882,0-50,1
NCT00648856,0-50,1
NCT00648843,0-50,1
NCT00648804,0-50,1
NCT00648791,0-50,1
NCT00648778,51-100,1
NCT00648765,0-50,1
NCT00648713,0-50,1
NCT00648700,0-50,1
NCT00648661,0-50,1
NCT00648635,101-200,1
NCT00648622,0-50,1
NCT00648609,0-50,1
NCT00648583,0-50,1
NCT00648570,0-50,1
NCT00648557,0-50,1
NCT00648531,51-100,1
NCT00648518,0-50,1
NCT00648505,0-50,1
NCT00648492,0-50,1
NCT00648466,51-100,1
NCT00648440,0-50,1
NCT00648427,51-100,1
NCT00648414,0-50,1
NCT00648401,0-50,1
NCT00648388,0-50,1
NCT00648375,0-50,1
NCT00648362,0-50,1
NCT00648349,51-100,1
NCT00648336,51-100,1
NCT00648297,0-50,1
NCT00648271,0-50,1
NCT00648219,0-50,1
NCT00648193,0-50,1
NCT00648180,0-50,1
NCT00648167,51-100,1
NCT00648154,0-50,1
NCT00648115,101-200,1
NCT00648076,0-50,1
NCT00648063,0-50,1
NCT00648050,51-100,1
NCT00648037,0-50,1
NCT00648024,0-50,1
NCT00648011,0-50,1
NCT00647998,0-50,1
NCT00647985,0-50,1
NCT00647972,0-50,1
NCT00647959,0-50,1
NCT00647894,0-50,1
NCT00647881,51-100,1
NCT00647868,0-50,1
NCT00647855,0-50,1
NCT00647842,101-200,1
NCT00647816,51-100,1
NCT00647777,0-50,1
NCT00647764,0-50,1
NCT00647751,0-50,1
NCT00647712,0-50,1
NCT00647686,51-100,1
NCT00647673,0-50,1
NCT00647660,51-100,1
NCT00647647,0-50,1
NCT00647634,0-50,1
NCT00647608,51-100,1
NCT00647595,51-100,1
NCT00647556,0-50,1
NCT00647439,501-1000,1
NCT00647426,0-50,1
NCT00647335,101-200,1
NCT00647153,0-50,1
NCT00646906,51-100,1
NCT00646867,0-50,1
NCT00646776,51-100,1
NCT00646763,0-50,1
NCT00646711,0-50,1
NCT00646672,0-50,1
NCT00646646,51-100,1
NCT00646633,0-50,1
NCT00646581,0-50,1
NCT00646555,201-500,1
NCT00646399,1001-10000,1
NCT00646308,51-100,1
NCT00646282,0-50,1
NCT00646217,0-50,1
NCT00646152,51-100,1
NCT00646139,0-50,1
NCT00646087,0-50,1
NCT00646022,10000plus,1
NCT00645983,51-100,1
NCT00645970,201-500,1
NCT00645957,0-50,1
NCT00645944,0-50,1
NCT00645931,0-50,1
NCT00645879,0-50,1
NCT00645840,0-50,1
NCT00645827,51-100,1
NCT00645749,0-50,1
NCT00645710,0-50,1
NCT00645671,201-500,1
NCT00645619,0-50,1
NCT00645567,0-50,1
NCT00645541,0-50,1
NCT00645528,0-50,1
NCT00645489,0-50,1
NCT00645463,0-50,1
NCT00645450,0-50,1
NCT00645385,0-50,1
NCT00645359,0-50,1
NCT00645216,0-50,1
NCT00645164,51-100,1
NCT00645138,0-50,1
NCT00645125,101-200,1
NCT00645060,0-50,1
NCT00645008,101-200,1
NCT00644995,51-100,1
NCT00644839,0-50,1
NCT00644696,0-50,1
NCT00644683,0-50,1
NCT00644657,0-50,1
NCT00644644,1001-10000,1
NCT00644592,0-50,1
NCT00644514,0-50,1
NCT00644436,0-50,1
NCT00644423,0-50,1
NCT00644397,51-100,1
NCT00644280,0-50,1
NCT00644137,0-50,1
NCT00644072,0-50,1
NCT00644033,501-1000,1
NCT00643981,0-50,1
NCT00643942,101-200,1
NCT00643903,201-500,1
NCT00643864,0-50,1
NCT00643695,0-50,1
NCT00643682,1001-10000,1
NCT00643669,0-50,1
NCT00643630,0-50,1
NCT00643578,0-50,1
NCT00643461,0-50,1
NCT00643344,0-50,1
NCT00643305,51-100,1
NCT00643253,201-500,1
NCT00643240,0-50,1
NCT00643214,0-50,1
NCT00643162,0-50,1
NCT00643110,0-50,1
NCT00643058,51-100,1
NCT00643019,501-1000,1
NCT00642772,0-50,1
NCT00642746,0-50,1
NCT00642707,0-50,1
NCT00642694,0-50,1
NCT00642655,0-50,1
NCT00642486,201-500,1
NCT00642434,0-50,1
NCT00642343,51-100,1
NCT00642317,501-1000,1
NCT00642252,0-50,1
NCT00642070,201-500,1
NCT00641940,0-50,1
NCT00641927,51-100,1
NCT00641901,101-200,1
NCT00641888,0-50,1
NCT00641810,0-50,1
NCT00641797,0-50,1
NCT00641784,101-200,1
NCT00641576,0-50,1
NCT00641420,0-50,1
NCT00641394,51-100,1
NCT00641381,0-50,1
NCT00641368,101-200,1
NCT00641316,101-200,1
NCT00641277,0-50,1
NCT00641160,0-50,1
NCT00641108,0-50,1
NCT00641030,0-50,1
NCT00641017,51-100,1
NCT00640978,0-50,1
NCT00640952,0-50,1
NCT00640939,201-500,1
NCT00640900,201-500,1
NCT00640796,0-50,1
NCT00640744,0-50,1
NCT00640718,0-50,1
NCT00640705,101-200,1
NCT00640666,0-50,1
NCT00640653,501-1000,1
NCT00640354,51-100,1
NCT00640341,501-1000,1
NCT00640289,51-100,1
NCT00640224,51-100,1
NCT00640146,0-50,1
NCT00639860,0-50,1
NCT00639847,101-200,1
NCT00639730,0-50,1
NCT00639717,0-50,1
NCT00639665,201-500,1
NCT00639639,0-50,1
NCT00639626,0-50,1
NCT00639509,0-50,1
NCT00639457,0-50,1
NCT00639431,0-50,1
NCT00639392,0-50,1
NCT00639301,201-500,1
NCT00639288,0-50,1
NCT00639262,0-50,1
NCT00639223,0-50,1
NCT00639132,0-50,1
NCT00638898,0-50,1
NCT00638885,101-200,1
NCT00638820,0-50,1
NCT00638755,0-50,1
NCT00638703,0-50,1
NCT00638651,0-50,1
NCT00638547,0-50,1
NCT00638521,201-500,1
NCT00638508,51-100,1
NCT00638456,0-50,1
NCT00638443,0-50,1
NCT00638404,201-500,1
NCT00638339,0-50,1
NCT00638274,201-500,1
NCT00638196,0-50,1
NCT00638118,0-50,1
NCT00638040,0-50,1
NCT00638027,0-50,1
NCT00638014,51-100,1
NCT00637611,1001-10000,1
NCT00637598,201-500,1
NCT00637585,0-50,1
NCT00637533,0-50,1
NCT00637520,0-50,1
NCT00637481,51-100,1
NCT00637455,51-100,1
NCT00637416,0-50,1
NCT00637403,0-50,1
NCT00637390,0-50,1
NCT00637364,0-50,1
NCT00637130,101-200,1
NCT00637000,0-50,1
NCT00636935,0-50,1
NCT00636896,0-50,1
NCT00636844,0-50,1
NCT00636805,51-100,1
NCT00636727,51-100,1
NCT00636701,0-50,1
NCT00636675,1001-10000,1
NCT00636597,101-200,1
NCT00636571,0-50,1
NCT00636545,0-50,1
NCT00636493,0-50,1
NCT00636480,51-100,1
NCT00636389,0-50,1
NCT00636376,0-50,1
NCT00636363,501-1000,1
NCT00636350,0-50,1
NCT00636337,0-50,1
NCT00636285,0-50,1
NCT00636233,1001-10000,1
NCT00636220,101-200,1
NCT00636155,0-50,1
NCT00636129,0-50,1
NCT00636077,0-50,1
NCT00635791,0-50,1
NCT00635739,51-100,1
NCT00635635,0-50,1
NCT00635622,0-50,1
NCT00635479,101-200,1
NCT00635388,201-500,1
NCT00635362,0-50,1
NCT00635271,0-50,1
NCT00635206,51-100,1
NCT00635167,0-50,1
NCT00635154,51-100,1
NCT00635102,51-100,1
NCT00635050,0-50,1
NCT00635024,0-50,1
NCT00634972,101-200,1
NCT00634907,201-500,1
NCT00634894,0-50,1
NCT00634855,0-50,1
NCT00634803,51-100,1
NCT00634751,0-50,1
NCT00634686,101-200,1
NCT00634608,201-500,1
NCT00634582,0-50,1
NCT00634556,0-50,1
NCT00634478,0-50,1
NCT00634439,10000plus,1
NCT00634374,51-100,1
NCT00634283,0-50,1
NCT00634257,101-200,1
NCT00634218,201-500,1
NCT00634179,0-50,1
NCT00634153,501-1000,1
NCT00634140,0-50,1
NCT00634062,0-50,1
NCT00633984,101-200,1
NCT00633971,0-50,1
NCT00633958,0-50,1
NCT00633945,0-50,1
NCT00633854,0-50,1
NCT00633815,0-50,1
NCT00633776,0-50,1
NCT00633763,0-50,1
NCT00633685,201-500,1
NCT00633607,101-200,1
NCT00633451,101-200,1
NCT00633360,0-50,1
NCT00633334,1001-10000,1
NCT00633256,0-50,1
NCT00633243,0-50,1
NCT00633165,0-50,1
NCT00633113,101-200,1
NCT00633061,101-200,1
NCT00633048,51-100,1
NCT00632996,101-200,1
NCT00632970,0-50,1
NCT00632957,101-200,1
NCT00632827,0-50,1
NCT00632658,0-50,1
NCT00632632,0-50,1
NCT00632606,0-50,1
NCT00632515,201-500,1
NCT00632489,0-50,1
NCT00632476,201-500,1
NCT00632450,0-50,1
NCT00632437,0-50,1
NCT00632359,0-50,1
NCT00632294,0-50,1
NCT00632281,0-50,1
NCT00632164,0-50,1
NCT00632112,0-50,1
NCT00631904,101-200,1
NCT00631878,51-100,1
NCT00631852,0-50,1
NCT00631826,0-50,1
NCT00631800,51-100,1
NCT00631787,51-100,1
NCT00631761,0-50,1
NCT00631748,51-100,1
NCT00631683,51-100,1
NCT00631670,0-50,1
NCT00631644,201-500,1
NCT00631618,0-50,1
NCT00631553,0-50,1
NCT00631527,0-50,1
NCT00631436,101-200,1
NCT00631397,0-50,1
NCT00631332,1001-10000,1
NCT00631306,51-100,1
NCT00631280,51-100,1
NCT00631241,0-50,1
NCT00631215,0-50,1
NCT00631176,0-50,1
NCT00631137,0-50,1
NCT00631111,201-500,1
NCT00631059,0-50,1
NCT00631020,0-50,1
NCT00630994,0-50,1
NCT00630955,101-200,1
NCT00630942,0-50,1
NCT00630890,0-50,1
NCT00630773,101-200,1
NCT00630760,0-50,1
NCT00630734,0-50,1
NCT00630721,51-100,1
NCT00630682,51-100,1
NCT00630669,0-50,1
NCT00630565,51-100,1
NCT00630461,0-50,1
NCT00630448,0-50,1
NCT00630409,0-50,1
NCT00630318,0-50,1
NCT00630292,0-50,1
NCT00630253,0-50,1
NCT00630136,0-50,1
NCT00630097,51-100,1
NCT00630019,51-100,1
NCT00629993,201-500,1
NCT00629915,51-100,1
NCT00629798,51-100,1
NCT00629707,0-50,1
NCT00629590,0-50,1
NCT00629525,0-50,1
NCT00629460,0-50,1
NCT00629447,0-50,1
NCT00629395,0-50,1
NCT00629369,51-100,1
NCT00629343,0-50,1
NCT00629187,0-50,1
NCT00629122,0-50,1
NCT00629070,0-50,1
NCT00629005,0-50,1
NCT00628979,0-50,1
NCT00628914,51-100,1
NCT00628901,51-100,1
NCT00628888,51-100,1
NCT00628875,0-50,1
NCT00628849,101-200,1
NCT00628836,0-50,1
NCT00628732,0-50,1
NCT00628693,51-100,1
NCT00628654,501-1000,1
NCT00628628,51-100,1
NCT00628602,0-50,1
NCT00628589,201-500,1
NCT00628550,101-200,1
NCT00628537,0-50,1
NCT00628485,0-50,1
NCT00628472,0-50,1
NCT00628446,0-50,1
NCT00628407,0-50,1
NCT00628394,101-200,1
NCT00628329,0-50,1
NCT00628277,51-100,1
NCT00628199,51-100,1
NCT00628147,201-500,1
NCT00628134,0-50,1
NCT00628030,101-200,1
NCT00627991,0-50,1
NCT00627978,0-50,1
NCT00627861,0-50,1
NCT00627653,51-100,1
NCT00627614,101-200,1
NCT00627562,51-100,1
NCT00627484,101-200,1
NCT00627380,51-100,1
NCT00627367,201-500,1
NCT00627315,201-500,1
NCT00627302,0-50,1
NCT00627263,201-500,1
NCT00627237,101-200,1
NCT00627133,0-50,1
NCT00627120,0-50,1
NCT00627068,51-100,1
NCT00626925,101-200,1
NCT00626886,51-100,1
NCT00626860,0-50,1
NCT00626847,51-100,1
NCT00626834,0-50,1
NCT00626821,1001-10000,1
NCT00626808,10000plus,1
NCT00626782,0-50,1
NCT00626691,0-50,1
NCT00626574,0-50,1
NCT00626561,0-50,1
NCT00626496,1001-10000,1
NCT00626483,0-50,1
NCT00626444,0-50,1
NCT00626366,0-50,1
NCT00626340,0-50,1
NCT00626314,101-200,1
NCT00626210,0-50,1
NCT00626184,0-50,1
NCT00626132,0-50,1
NCT00626119,0-50,1
NCT00626015,0-50,1
NCT00625963,51-100,1
NCT00625794,0-50,1
NCT00625755,0-50,1
NCT00625742,0-50,1
NCT00625729,0-50,1
NCT00625703,0-50,1
NCT00625690,51-100,1
NCT00625638,101-200,1
NCT00625573,0-50,1
NCT00625391,101-200,1
NCT00625313,501-1000,1
NCT00625248,10000plus,1
NCT00625183,0-50,1
NCT00625131,51-100,1
NCT00625105,0-50,1
NCT00625092,0-50,1
NCT00625079,0-50,1
NCT00624910,51-100,1
NCT00624858,0-50,1
NCT00624715,0-50,1
NCT00624559,0-50,1
NCT00624546,0-50,1
NCT00624429,0-50,1
NCT00624416,0-50,1
NCT00624312,0-50,1
NCT00624234,101-200,1
NCT00624221,0-50,1
NCT00624156,51-100,1
NCT00624013,51-100,1
NCT00623974,0-50,1
NCT00623961,0-50,1
NCT00623948,0-50,1
NCT00623935,51-100,1
NCT00623909,0-50,1
NCT00623883,51-100,1
NCT00623792,201-500,1
NCT00623753,0-50,1
NCT00623688,0-50,1
NCT00623675,0-50,1
NCT00623636,501-1000,1
NCT00623545,0-50,1
NCT00623506,0-50,1
NCT00623350,51-100,1
NCT00623324,0-50,1
NCT00623259,0-50,1
NCT00623246,201-500,1
NCT00623129,0-50,1
NCT00622960,101-200,1
NCT00622921,0-50,1
NCT00622739,0-50,1
NCT00622674,0-50,1
NCT00622661,51-100,1
NCT00622596,101-200,1
NCT00622557,10000plus,1
NCT00622544,0-50,1
NCT00622518,101-200,1
NCT00622466,0-50,1
NCT00622440,51-100,1
NCT00622427,0-50,1
NCT00622375,0-50,1
NCT00622310,0-50,1
NCT00622271,0-50,1
NCT00622219,51-100,1
NCT00622180,0-50,1
NCT00622167,0-50,1
NCT00622128,0-50,1
NCT00622102,101-200,1
NCT00622063,0-50,1
NCT00622037,51-100,1
NCT00621985,0-50,1
NCT00621972,0-50,1
NCT00621946,0-50,1
NCT00621933,201-500,1
NCT00621881,0-50,1
NCT00621829,0-50,1
NCT00621595,101-200,1
NCT00621569,101-200,1
NCT00621556,0-50,1
NCT00621452,0-50,1
NCT00621426,0-50,1
NCT00621283,0-50,1
NCT00621257,101-200,1
NCT00621218,0-50,1
NCT00621179,0-50,1
NCT00621075,0-50,1
NCT00621036,0-50,1
NCT00621023,0-50,1
NCT00621010,51-100,1
NCT00620958,201-500,1
NCT00620932,0-50,1
NCT00620919,0-50,1
NCT00620906,0-50,1
NCT00620893,51-100,1
NCT00620854,0-50,1
NCT00620828,51-100,1
NCT00620802,51-100,1
NCT00620711,0-50,1
NCT00620633,0-50,1
NCT00620620,0-50,1
NCT00620503,0-50,1
NCT00620399,0-50,1
NCT00620373,501-1000,1
NCT00620308,0-50,1
NCT00620295,0-50,1
NCT00620256,101-200,1
NCT00620243,0-50,1
NCT00620230,0-50,1
NCT00620165,0-50,1
NCT00620152,0-50,1
NCT00620139,0-50,1
NCT00620087,51-100,1
NCT00620048,0-50,1
NCT00620009,0-50,1
NCT00619970,101-200,1
NCT00619892,0-50,1
NCT00619879,101-200,1
NCT00619723,101-200,1
NCT00619684,0-50,1
NCT00619658,101-200,1
NCT00619645,0-50,1
NCT00619632,501-1000,1
NCT00619580,0-50,1
NCT00619567,51-100,1
NCT00619528,201-500,1
NCT00619450,0-50,1
NCT00619385,0-50,1
NCT00619255,101-200,1
NCT00619242,0-50,1
NCT00619216,0-50,1
NCT00619190,0-50,1
NCT00619112,51-100,1
NCT00619073,0-50,1
NCT00619060,0-50,1
NCT00619021,0-50,1
NCT00619008,0-50,1
NCT00618917,0-50,1
NCT00618904,51-100,1
NCT00618878,0-50,1
NCT00618826,0-50,1
NCT00618813,0-50,1
NCT00618800,101-200,1
NCT00618709,0-50,1
NCT00618696,0-50,1
NCT00618683,51-100,1
NCT00618670,101-200,1
NCT00618657,101-200,1
NCT00618605,51-100,1
NCT00618553,51-100,1
NCT00618540,0-50,1
NCT00618488,51-100,1
NCT00618462,201-500,1
NCT00618410,0-50,1
NCT00618371,0-50,1
NCT00618358,0-50,1
NCT00618332,0-50,1
NCT00618267,51-100,1
NCT00618254,0-50,1
NCT00618228,51-100,1
NCT00618202,51-100,1
NCT00618163,0-50,1
NCT00618111,0-50,1
NCT00618098,101-200,1
NCT00618072,0-50,1
NCT00618059,0-50,1
NCT00618046,0-50,1
NCT00617929,0-50,1
NCT00617864,0-50,1
NCT00617799,0-50,1
NCT00617786,0-50,1
NCT00617617,51-100,1
NCT00617591,51-100,1
NCT00617539,0-50,1
NCT00617409,51-100,1
NCT00617396,0-50,1
NCT00617383,0-50,1
NCT00617370,0-50,1
NCT00617331,101-200,1
NCT00617318,201-500,1
NCT00617240,0-50,1
NCT00617227,51-100,1
NCT00617201,0-50,1
NCT00617188,0-50,1
NCT00617110,51-100,1
NCT00617097,0-50,1
NCT00617071,501-1000,1
NCT00617058,0-50,1
NCT00617045,0-50,1
NCT00617006,101-200,1
NCT00616993,101-200,1
NCT00616941,0-50,1
NCT00616850,0-50,1
NCT00616824,0-50,1
NCT00616759,0-50,1
NCT00616746,0-50,1
NCT00616707,51-100,1
NCT00616694,201-500,1
NCT00616642,0-50,1
NCT00616616,0-50,1
NCT00616603,0-50,1
NCT00616577,0-50,1
NCT00616473,1001-10000,1
NCT00616395,501-1000,1
NCT00616369,201-500,1
NCT00616356,0-50,1
NCT00616317,0-50,1
NCT00616291,0-50,1
NCT00616278,0-50,1
NCT00616239,0-50,1
NCT00616200,0-50,1
NCT00616122,0-50,1
NCT00616070,101-200,1
NCT00616018,0-50,1
NCT00615927,51-100,1
NCT00615862,0-50,1
NCT00615784,0-50,1
NCT00615771,201-500,1
NCT00615719,0-50,1
NCT00615589,0-50,1
NCT00615537,0-50,1
NCT00615524,0-50,1
NCT00615498,51-100,1
NCT00615472,51-100,1
NCT00615381,0-50,1
NCT00615238,101-200,1
NCT00615212,0-50,1
NCT00615147,201-500,1
NCT00615121,101-200,1
NCT00615095,201-500,1
NCT00615082,51-100,1
NCT00615069,0-50,1
NCT00615043,0-50,1
NCT00614913,51-100,1
NCT00614874,0-50,1
NCT00614835,0-50,1
NCT00614757,101-200,1
NCT00614731,0-50,1
NCT00614666,0-50,1
NCT00614653,0-50,1
NCT00614601,0-50,1
NCT00614588,0-50,1
NCT00614484,0-50,1
NCT00614458,0-50,1
NCT00614406,0-50,1
NCT00614341,0-50,1
NCT00614315,0-50,1
NCT00614289,0-50,1
NCT00614276,51-100,1
NCT00614263,51-100,1
NCT00614172,101-200,1
NCT00614029,51-100,1
NCT00614016,0-50,1
NCT00613886,0-50,1
NCT00613847,0-50,1
NCT00613795,101-200,1
NCT00613691,0-50,1
NCT00613678,51-100,1
NCT00613587,0-50,1
NCT00613561,0-50,1
NCT00613470,501-1000,1
NCT00613431,51-100,1
NCT00613379,0-50,1
NCT00613353,0-50,1
NCT00613340,0-50,1
NCT00613275,1001-10000,1
NCT00613262,101-200,1
NCT00613223,0-50,1
NCT00613158,101-200,1
NCT00613145,0-50,1
NCT00613132,51-100,1
NCT00613119,101-200,1
NCT00613106,101-200,1
NCT00613054,0-50,1
NCT00613041,0-50,1
NCT00613028,0-50,1
NCT00613015,101-200,1
NCT00612872,0-50,1
NCT00612807,0-50,1
NCT00612716,0-50,1
NCT00612690,201-500,1
NCT00612677,0-50,1
NCT00612651,0-50,1
NCT00612612,0-50,1
NCT00612560,0-50,1
NCT00612534,51-100,1
NCT00612508,0-50,1
NCT00612482,201-500,1
NCT00612430,51-100,1
NCT00612365,1001-10000,1
NCT00612352,101-200,1
NCT00612339,0-50,1
NCT00612326,0-50,1
NCT00612313,101-200,1
NCT00612274,0-50,1
NCT00612222,0-50,1
NCT00612157,101-200,1
NCT00612131,0-50,1
NCT00612066,0-50,1
NCT00612001,0-50,1
NCT00611988,101-200,1
NCT00611949,51-100,1
NCT00611832,201-500,1
NCT00611793,0-50,1
NCT00611741,0-50,1
NCT00611728,0-50,1
NCT00611689,0-50,1
NCT00611637,0-50,1
NCT00611624,0-50,1
NCT00611611,0-50,1
NCT00611598,201-500,1
NCT00611572,0-50,1
NCT00611533,0-50,1
NCT00611481,101-200,1
NCT00611468,0-50,1
NCT00611442,101-200,1
NCT00611429,201-500,1
NCT00611403,101-200,1
NCT00611338,201-500,1
NCT00611325,51-100,1
NCT00611312,0-50,1
NCT00611260,0-50,1
NCT00611182,51-100,1
NCT00611117,0-50,1
NCT00611104,0-50,1
NCT00611091,1001-10000,1
NCT00611078,51-100,1
NCT00611065,0-50,1
NCT00611013,0-50,1
NCT00610987,101-200,1
NCT00610961,51-100,1
NCT00610948,51-100,1
NCT00610909,51-100,1
NCT00610896,0-50,1
NCT00610883,0-50,1
NCT00610857,0-50,1
NCT00610831,0-50,1
NCT00610740,0-50,1
NCT00610727,51-100,1
NCT00610701,0-50,1
NCT00610571,51-100,1
NCT00610558,51-100,1
NCT00610506,0-50,1
NCT00610493,101-200,1
NCT00610428,51-100,1
NCT00610415,0-50,1
NCT00610402,51-100,1
NCT00610311,0-50,1
NCT00610285,0-50,1
NCT00610181,51-100,1
NCT00609999,0-50,1
NCT00609986,101-200,1
NCT00609973,0-50,1
NCT00609947,201-500,1
NCT00609830,201-500,1
NCT00609765,0-50,1
NCT00609739,0-50,1
NCT00609726,101-200,1
NCT00609713,51-100,1
NCT00609687,101-200,1
NCT00609635,201-500,1
NCT00609609,51-100,1
NCT00609531,0-50,1
NCT00609453,0-50,1
NCT00609336,0-50,1
NCT00609297,0-50,1
NCT00609271,101-200,1
NCT00609193,51-100,1
NCT00609154,0-50,1
NCT00609141,0-50,1
NCT00609128,0-50,1
NCT00609102,0-50,1
NCT00609089,101-200,1
NCT00609050,0-50,1
NCT00609037,0-50,1
NCT00608959,0-50,1
NCT00608920,0-50,1
NCT00608829,0-50,1
NCT00608777,0-50,1
NCT00608751,0-50,1
NCT00608725,51-100,1
NCT00608699,0-50,1
NCT00608686,51-100,1
NCT00608634,51-100,1
NCT00608543,0-50,1
NCT00608530,101-200,1
NCT00608465,0-50,1
NCT00608452,101-200,1
NCT00608439,0-50,1
NCT00608387,101-200,1
NCT00608348,0-50,1
NCT00608322,0-50,1
NCT00608296,101-200,1
NCT00608231,0-50,1
NCT00608088,201-500,1
NCT00608075,201-500,1
NCT00608062,51-100,1
NCT00607906,0-50,1
NCT00607893,101-200,1
NCT00607880,51-100,1
NCT00607867,0-50,1
NCT00607828,0-50,1
NCT00607789,0-50,1
NCT00607659,0-50,1
NCT00607646,0-50,1
NCT00607529,51-100,1
NCT00607477,0-50,1
NCT00607438,0-50,1
NCT00607412,0-50,1
NCT00607347,0-50,1
NCT00607269,101-200,1
NCT00607230,0-50,1
NCT00607204,101-200,1
NCT00607191,201-500,1
NCT00607126,0-50,1
NCT00607113,0-50,1
NCT00607022,0-50,1
NCT00606996,0-50,1
NCT00606957,0-50,1
NCT00606918,101-200,1
NCT00606905,51-100,1
NCT00606892,0-50,1
NCT00606866,51-100,1
NCT00606853,201-500,1
NCT00606840,51-100,1
NCT00606801,0-50,1
NCT00606749,0-50,1
NCT00606567,101-200,1
NCT00606554,0-50,1
NCT00606541,51-100,1
NCT00606437,0-50,1
NCT00606424,0-50,1
NCT00606411,0-50,1
NCT00606242,0-50,1
NCT00606190,101-200,1
NCT00606164,0-50,1
NCT00606151,51-100,1
NCT00606138,0-50,1
NCT00606112,0-50,1
NCT00606034,0-50,1
NCT00606008,0-50,1
NCT00605956,51-100,1
NCT00605943,0-50,1
NCT00605930,0-50,1
NCT00605904,0-50,1
NCT00605878,501-1000,1
NCT00605839,101-200,1
NCT00605696,0-50,1
NCT00605657,0-50,1
NCT00605631,101-200,1
NCT00605592,0-50,1
NCT00605553,0-50,1
NCT00605514,0-50,1
NCT00605488,0-50,1
NCT00605449,0-50,1
NCT00605436,0-50,1
NCT00605423,0-50,1
NCT00605397,0-50,1
NCT00605358,101-200,1
NCT00605319,0-50,1
NCT00605254,51-100,1
NCT00605241,0-50,1
NCT00605007,201-500,1
NCT00604877,101-200,1
NCT00604799,201-500,1
NCT00604786,0-50,1
NCT00604669,101-200,1
NCT00604591,0-50,1
NCT00604526,0-50,1
NCT00604474,0-50,1
NCT00604461,0-50,1
NCT00604409,0-50,1
NCT00604383,501-1000,1
NCT00604201,0-50,1
NCT00604123,51-100,1
NCT00604032,51-100,1
NCT00604019,201-500,1
NCT00603980,0-50,1
NCT00603967,101-200,1
NCT00603902,1001-10000,1
NCT00603889,0-50,1
NCT00603850,0-50,1
NCT00603837,0-50,1
NCT00603772,0-50,1
NCT00603720,51-100,1
NCT00603629,0-50,1
NCT00603616,0-50,1
NCT00603603,501-1000,1
NCT00603551,101-200,1
NCT00603486,0-50,1
NCT00603460,0-50,1
NCT00603408,0-50,1
NCT00603369,201-500,1
NCT00603291,501-1000,1
NCT00603213,0-50,1
NCT00603200,0-50,1
NCT00603148,201-500,1
NCT00603109,0-50,1
NCT00603070,101-200,1
NCT00603057,101-200,1
